Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate,5WI,10WM,BBI,BBM
Rahul Sharad Dravid,11-01-1973,INDIA,Right-hand bat,Off-break,"April 3,1996",India v Sri Lanka,344,318,10889,40,153,39.16,15285,71.23,12,83,950,42,196,14,186,170,4,42.50,5.483,46.50,0,0,2/43,2/43
Rahul Laxman Sanghvi,03-09-1974,INDIA,Left-hand bat,Slow left-arm,"January 18,1998",India v Pakistan,10,2,8,0,8,4.000,11,72.72,0,0,0,1,4,0,498,399,10,39.90,4.807,49.80,0,0,3/29,3/29
Rajesh Kumar Chauhan,19-12-1966,INDIA,Right-hand bat,Off-break,"July 25,1993",Sri Lanka v India,35,18,132,5,32,10.15,171,77.19,0,0,5,4,10,0,1634,1216,29,41.93,4.465,56.34,0,0,3/8,3/29
Rajinder Singh Ghai,12-06-1960,INDIA,Right-hand bat,Right-arm medium-fast,"December 5,1984",India v England,6,1,1,0,1,1.000,3,33.33,0,0,0,0,--,--,275,260,3,86.66,5.672,91.66,0,0,1/38,1/38
Rajiv Ramesh Kulkarni,25-09-1962,INDIA,Right-hand bat,Right-arm fast-medium,"December 17,1983",India v West Indies,10,5,33,3,15,16.50,39,84.61,0,0,3,0,2,0,444,345,10,34.50,4.662,44.40,0,0,3/42,3/42
Raman Lamba,02-01-1960,INDIA,Right-hand bat,Right-arm medium,"September 7,1986",India v Australia,32,31,783,2,102,27.00,1166,67.15,1,6,60,6,10,0,19,20,1,20.00,6.315,19.00,0,0,1/9,1/9
Ramesh Rajaram Powar,20-05-1978,INDIA,Right-hand bat,Off-break,"March 16,2004",Pakistan v India,31,19,163,5,54,11.64,260,62.69,0,1,12,2,3,0,1536,1191,34,35.02,4.652,45.17,0,0,3/24,3/24
Randhir Singh,16-08-1957,INDIA,Right-hand bat,Right-arm fast-medium,"November 25,1981",India v England,2,0,0,0,0,--,0,--,0,0,0,0,--,--,72,48,1,48.00,4.000,72.00,0,0,1/30,1/30
Rashid Ghulam Mohammad Patel,01-06-1964,INDIA,Left-hand bat,Left-arm fast-medium,"December 17,1988",India v New Zealand,1,0,0,0,0,--,0,--,0,0,0,0,--,--,60,58,0,--,5.800,--,0,0,0/14,0/51
Ravishankar Jayadritha Shastri,27-05-1962,INDIA,Right-hand bat,Slow left-arm,"November 25,1981",India v England,150,128,3108,21,109,29.04,5085,61.12,4,18,198,17,40,0,6613,4650,129,36.04,4.219,51.26,1,0,5/15,5/15
Ravichandran Ashwin,17-09-1986,INDIA,Right-hand bat,Off-break,"June 5,2010",India v Sri Lanka,111,61,675,19,65,16.07,776,86.98,0,1,59,6,30,0,6021,4937,150,32.91,4.919,40.14,0,0,3/14,3/14
Ravindrasinh Anirudhsinh Jadeja,06-12-1988,INDIA,Left-hand bat,Slow left-arm,"February 8,2009",Sri Lanka v India,136,93,1914,32,87,31.37,2244,85.29,0,10,152,36,51,0,6806,5561,155,35.87,4.902,43.90,1,0,5/16,5/16
Reetinder Singh Sodhi,18-10-1980,INDIA,Right-hand bat,Right-arm medium,"December 2,2000",India v Zimbabwe,18,14,280,3,67,25.45,381,73.49,0,2,16,6,9,0,462,365,5,73.00,4.740,92.40,0,0,2/31,2/31
Rabindra Ramanarayan Singh,14-09-1963,INDIA,Left-hand bat,Right-arm medium,"March 11,1989",West Indies v India,136,113,2336,23,100,25.95,3144,74.30,1,9,134,40,33,0,3734,2985,69,43.26,4.796,54.11,2,0,5/22,5/22
Robin Venu Uthappa,11-11-1985,INDIA,Right-hand bat,Right-arm medium,"April 15,2006",India v England,46,42,934,6,86,25.94,1031,90.59,0,6,107,19,19,2,2,0,0,--,0.000,--,0,--,,
Roger Michael Humphrey Binny,19-07-1955,INDIA,Right-hand bat,Right-arm medium,"December 6,1980",Australia v India,72,49,629,10,57,16.12,974,64.57,0,1,41,--,12,0,2957,2260,77,29.35,4.585,38.40,0,0,4/29,4/29
Rohan Sunil Gavaskar,20-02-1976,INDIA,Left-hand bat,Slow left-arm,"January 18,2004",Australia v India,11,10,151,2,54,18.87,234,64.52,0,1,8,2,5,0,72,74,1,74.00,6.166,72.00,0,0,1/56,1/56
Rohit Gurunath Sharma,30-04-1987,INDIA,Right-hand bat,Off-break,"June 23,2007",Ireland v India,180,174,6594,26,264,44.55,7582,86.96,17,34,570,169,60,0,593,515,8,64.37,5.210,74.12,0,0,2/12,2/12
Rudra Pratap Singh,06-12-1985,INDIA,Right-hand bat,Left-arm medium-fast,"September 4,2005",Zimbabwe v India,58,20,104,10,23,10.40,242,42.97,0,0,5,1,13,0,2565,2343,69,33.95,5.480,37.17,0,0,4/13,4/13
Rudra Pratap Singh,06-01-1965,INDIA,Right-hand bat,Right-arm fast-medium,"September 24,1986",India v Australia,2,0,0,0,0,--,0,--,0,0,0,0,--,--,82,77,1,77.00,5.634,82.00,0,0,1/58,1/58
Subramaniam Badrinath,30-08-1980,INDIA,Right-hand bat,Off-break,"August 20,2008",Sri Lanka v India,7,6,79,1,27*,15.80,172,45.93,0,0,4,0,2,0,--,--,--,--,--,--,--,--,,
Shanthakumaran Sreesanth,06-02-1983,INDIA,Right-hand bat,Right-arm fast-medium,"October 25,2005",India v Sri Lanka,53,21,44,10,10*,4.000,121,36.36,0,0,2,0,7,0,2476,2508,75,33.44,6.077,33.01,1,0,6/55,6/55
Syed Saba Karim,14-11-1967,INDIA,Right-hand bat,NaN,"January 23,1997",South Africa v India,34,27,362,4,55,15.73,560,64.64,0,1,27,2,27,3,--,--,--,--,--,--,--,--,,
Sachin Ramesh Tendulkar,24-04-1973,INDIA,Right-hand bat,"Right-arm medium, Off-break, Leg-break","December 18,1989",Pakistan v India,463,452,18426,41,200*,44.83,21368,86.23,49,96,2016,192,140,0,8054,6850,154,44.48,5.103,52.29,2,0,5/32,5/32
Sadagoppan Ramesh,16-10-1975,INDIA,Left-hand bat,Off-break,"March 30,1999",India v Sri Lanka,24,24,646,1,82,28.08,1092,59.15,0,6,70,1,3,0,36,38,1,38.00,6.333,36.00,0,0,1/23,1/23
Sadanand Viswanath,29-11-1962,INDIA,Right-hand bat,NaN,"January 20,1985",India v England,22,12,72,4,23*,9.000,139,51.79,0,0,5,0,17,7,--,--,--,--,--,--,--,--,,
Sairaj Vasant Bahutule,06-01-1973,INDIA,Left-hand bat,Leg-break,"December 22,1997",India v Sri Lanka,8,4,23,1,11,7.666,29,79.31,0,0,2,0,3,0,294,283,2,141.5,5.775,147.0,0,0,1/31,1/31
Salil Ashok Ankola,01-03-1968,INDIA,Right-hand bat,Right-arm medium-fast,"December 18,1989",Pakistan v India,20,13,34,4,9,3.777,42,80.95,0,0,1,1,2,0,807,615,13,47.30,4.572,62.07,0,0,3/33,3/33
Sameer Sudhakar Dighe,08-10-1968,INDIA,Right-hand bat,NaN,"January 10,2000",India v Pakistan,23,17,256,6,94*,23.27,421,60.80,0,1,11,2,19,5,--,--,--,--,--,--,--,--,,
Sandeep Madhusudan Patil,18-08-1956,INDIA,Right-hand bat,Right-arm medium,"December 6,1980",Australia v India,45,42,1005,1,84,24.51,1144,87.84,0,9,67,6,11,0,864,589,15,39.26,4.090,57.60,0,0,2/28,2/28
Sanjay Bapusaheb Bangar,11-10-1972,INDIA,Right-hand bat,Right-arm medium,"January 25,2002",India v England,15,15,180,2,57*,13.84,239,75.31,0,1,14,3,4,0,442,384,7,54.85,5.212,63.14,0,0,2/23,2/23
Sanjay Vijay Manjrekar,12-07-1965,INDIA,Right-hand bat,Off-break,"January 5,1988",India v West Indies,74,70,1994,10,105,33.23,3101,64.30,1,15,99,10,23,0,8,10,1,10.00,7.500,8.000,0,0,1/2,1/2
Sanjay Susanta Raul,06-10-1976,INDIA,Right-hand bat,Off-break,"September 13,1998",India v Pakistan,2,2,8,0,8,4.000,14,57.14,0,0,0,0,--,--,36,27,1,27.00,4.500,36.00,0,0,1/13,1/13
Sanjeev Kumar Sharma,25-08-1965,INDIA,Right-hand bat,Right-arm medium,"January 2,1988",India v West Indies,23,12,80,4,28,10.00,135,59.25,0,0,4,0,7,0,979,813,22,36.95,4.982,44.50,1,0,5/26,5/26
Saradindu Purnendu Mukherjee,05-10-1964,INDIA,Right-hand bat,Off-break,"December 25,1990",India v Bangladesh,3,1,2,1,2*,--,2,100.0,0,0,0,0,1,0,174,98,2,49.00,3.379,87.00,0,0,1/30,1/30
Sarandeep Singh,21-10-1979,INDIA,Right-hand bat,Off-break,"January 31,2002",India v England,5,4,47,1,19,15.66,73,64.38,0,0,6,0,2,0,258,180,3,60.00,4.186,86.00,0,0,2/34,2/34
Saurabh Sunil Tiwary,30-12-1989,INDIA,Left-hand bat,Off-break,"October 20,2010",India v Australia,3,2,49,2,37*,--,56,87.50,0,0,5,1,2,0,--,--,--,--,--,--,--,--,,
Shikhar Dhawan,05-12-1985,INDIA,Left-hand bat,Off-break,"October 20,2010",India v Australia,102,101,4361,6,137,45.90,4667,93.44,13,25,534,54,46,0,--,--,--,--,--,--,--,--,,
Shiv Sunder Das,05-11-1977,INDIA,Right-hand bat,Right-arm medium,"October 5,2001",South Africa v India,4,4,39,1,30,13.00,77,50.64,0,0,2,1,--,--,--,--,--,--,--,--,--,--,,
Nandlal Shivlal Yadav,26-01-1957,INDIA,Right-hand bat,Off-break,"January 11,1986",India v New Zealand,7,2,1,2,1*,--,16,6.250,0,0,0,0,1,0,330,228,8,28.50,4.145,41.25,0,0,2/16,2/18
Sourav Chandidas Ganguly,08-07-1972,INDIA,Left-hand bat,Right-arm medium,"January 11,1992",India v West Indies,311,300,11363,23,183,41.02,15416,73.70,22,72,1122,190,100,0,4561,3849,100,38.49,5.063,45.61,2,0,5/16,5/16
Sridharan Sriram,21-02-1976,INDIA,Left-hand bat,Slow left-arm,"March 19,2000",India v South Africa,8,7,81,1,57,13.50,135,60.00,0,1,9,0,1,0,324,274,9,30.44,5.074,36.00,0,0,3/43,3/43
Srinivasaraghavan Venkataraghavan,21-04-1945,INDIA,Right-hand bat,Off-break,"July 13,1974",England v India,15,9,54,4,26*,10.80,126,42.85,0,0,3,0,4,0,840,542,5,108.4,3.871,168.0,0,0,2/11,2/34
Stuart Terence Roger Binny,03-06-1984,INDIA,Right-hand bat,Right-arm medium,"January 28,2014",New Zealand v India,14,11,230,3,77,28.75,246,93.49,0,1,23,5,3,0,490,439,20,21.95,5.375,24.50,1,0,0/1,0/1
Subroto Tara Banerjee,13-02-1969,INDIA,Right-hand bat,Right-arm medium-fast,"December 6,1991",India v West Indies,6,5,49,3,25*,24.50,42,116.6,0,0,2,1,3,0,240,202,5,40.40,5.050,48.00,0,0,3/30,3/30
Sudeep Tyagi,19-09-1987,INDIA,Right-hand bat,Right-arm medium,"December 27,2009",India v Sri Lanka,4,1,1,1,1*,--,2,50.00,0,0,0,0,1,0,165,144,3,48.00,5.236,55.00,0,0,1/9,1/9
Ramchandra Sudhakar Rao,08-08-1952,INDIA,Right-hand bat,Right-arm medium,"February 22,1976",New Zealand v India,1,1,4,0,4,4.000,14,28.57,0,0,--,0,1,0,--,--,--,--,--,--,--,--,,
Sudhir Sakharam Naik,21-02-1945,INDIA,Right-hand bat,NaN,"July 13,1974",England v India,2,2,38,0,20,19.00,68,55.88,0,0,3,0,--,--,--,--,--,--,--,--,--,--,,
Sujith Bijjahali Somasunder,02-12-1972,INDIA,Right-hand bat,Right-arm medium,"October 17,1996",India v South Africa,2,2,16,0,9,8.000,63,25.39,0,0,1,0,--,--,--,--,--,--,--,--,--,--,,
Sunil Manohar Gavaskar,10-07-1949,INDIA,Right-hand bat,Right-arm medium,"July 13,1974",England v India,108,102,3092,14,103*,35.13,4910,62.97,1,27,227,15,22,0,20,25,1,25.00,7.500,20.00,0,0,1/10,1/10
Sunil Bandacharya Joshi,06-06-1969,INDIA,Left-hand bat,Slow left-arm,"September 1,1996",India v Zimbabwe,69,45,584,11,61*,17.17,653,89.43,0,1,47,17,19,0,3386,2509,69,36.36,4.446,49.07,1,0,5/6,5/6
Suresh Kumar Raina,27-11-1986,INDIA,Left-hand bat,Off-break,"July 30,2005",Sri Lanka v India,223,192,5568,35,116*,35.46,5937,93.78,5,36,475,120,100,0,2084,1769,36,49.13,5.093,57.88,0,0,3/34,3/34
Surinder Amarnath Bhardwaj,30-12-1948,INDIA,Left-hand bat,Right-arm medium,"October 1,1978",Pakistan v India,3,3,100,0,62,33.33,119,84.03,0,1,9,1,1,0,--,--,--,--,--,--,--,--,,
Surinder Chamanlal Khanna,03-06-1956,INDIA,Right-hand bat,NaN,"June 9,1979",India v West Indies,10,10,176,2,56,22.00,265,66.41,0,2,16,2,4,4,--,--,--,--,--,--,--,--,,
Surendra Vithal Nayak,20-10-1954,INDIA,Left-hand bat,"Right-arm medium, Leg-break","December 20,1981",India v England,4,1,3,0,3,3.000,19,15.78,0,0,0,0,1,0,222,161,1,161.0,4.351,222.0,0,0,1/16,1/51
Syed Abid Ali,09-09-1941,INDIA,Right-hand bat,Right-arm medium-fast,"July 13,1974",England v India,5,3,93,0,70,31.00,132,70.45,0,1,6,1,--,--,336,187,7,26.71,3.339,48.00,0,0,2/22,2/22
Syed Mujtaba Hussein Kirmani,29-12-1949,INDIA,Right-hand bat,Off-break,"February 21,1976",New Zealand v India,49,31,373,13,48*,20.72,592,63.00,0,0,18,--,27,9,--,--,--,--,--,--,--,--,,
Thirunavukkarasu Kumaran,30-12-1975,INDIA,Right-hand bat,Right-arm medium,"November 14,1999",India v New Zealand,8,3,19,0,8,6.333,27,70.37,0,0,2,0,3,0,378,348,9,38.66,5.523,42.00,0,0,3/24,3/24
Thirumalai Ananthanpillai Sekhar,28-03-1956,INDIA,Right-hand bat,Right-arm medium-fast,"January 21,1983",Pakistan v India,4,0,0,0,0*,--,0,--,0,0,0,0,--,--,156,128,5,25.60,4.923,31.20,0,0,3/23,3/23
Thirumalai Echambadi Srinivasan,26-10-1950,INDIA,Right-hand bat,Leg-break,"December 6,1980",Australia v India,2,2,10,0,6,5.000,35,28.57,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Tinu Yohannan,18-02-1979,INDIA,Right-hand bat,Right-arm medium-fast,"May 29,2002",West Indies v India,3,2,7,2,5*,--,11,63.63,0,0,0,0,--,--,120,122,5,24.40,6.100,24.00,0,0,3/33,3/33
Umeshkumar Tilak Yadav,25-10-1987,INDIA,Right-hand bat,Right-arm fast-medium,"May 28,2010",Zimbabwe v India,71,23,79,14,18*,8.777,132,59.84,0,0,8,1,20,0,3319,3290,102,32.25,5.947,32.53,0,0,3/9,3/13
Utpal Subodh Chatterjee,13-07-1964,INDIA,Left-hand bat,Slow left-arm,"April 5,1995",Bangladesh v India,3,2,6,1,3*,6.000,30,20.00,0,0,0,0,1,0,161,117,3,39.00,4.360,53.66,0,0,2/35,2/35
Vakkadai Biksheswaran Chandrasekhar,21-08-1961,INDIA,Right-hand bat,NaN,"December 10,1988",India v New Zealand,7,7,88,0,53,12.57,262,33.58,0,1,11,0,--,--,--,--,--,--,--,--,--,--,,
Varun Raymond Aaron,29-10-1989,INDIA,Right-hand bat,Right-arm fast-medium,"October 23,2011",India v England,9,3,8,2,6*,8.000,15,53.33,0,0,1,0,1,0,380,419,11,38.09,6.615,34.54,0,0,3/16,3/16
Sagi Lakshmi Venkatapathy Raju,09-07-1969,INDIA,Right-hand bat,Slow left-arm,"March 1,1990",New Zealand v India,53,16,32,8,8*,4.000,67,47.76,0,0,1,0,8,0,2770,2014,63,31.96,4.362,43.96,0,0,4/46,4/46
Bapu Krishnarao Venkatesh Prasad,05-08-1969,INDIA,Right-hand bat,Right-arm medium-fast,"April 2,1994",New Zealand v India,161,63,221,31,19,6.906,367,60.21,0,0,7,5,37,0,8129,6332,196,32.30,4.673,41.47,1,0,5/27,5/27
Raghvendrarao Vijay Bharadwaj,15-08-1975,INDIA,Right-hand bat,Off-break,"September 26,1999",India v South Africa,10,9,136,4,41*,27.20,194,70.10,0,0,15,1,4,0,372,307,16,19.18,4.951,23.25,0,0,3/34,3/34
Vijay Dahiya,10-05-1973,INDIA,Right-hand bat,NaN,"October 3,2000",Kenya v India,19,15,216,2,51,16.61,267,80.89,0,1,18,3,19,5,--,--,--,--,--,--,--,--,,
Vijay Yadav,14-03-1967,INDIA,Right-hand bat,NaN,"December 15,1992",South Africa v India,19,12,118,2,34*,11.80,116,101.7,0,0,7,2,12,7,--,--,--,--,--,--,--,--,,
Vikram Rathour,26-03-1969,INDIA,Right-hand bat,NaN,"April 15,1996",India v Pakistan,7,7,193,0,54,27.57,331,58.30,0,2,16,1,4,0,--,--,--,--,--,--,--,--,,
Ranganath Vinay Kumar,12-02-1984,INDIA,Right-hand bat,Right-arm medium,"May 28,2010",Zimbabwe v India,31,13,86,4,27*,9.555,146,58.90,0,0,5,2,6,0,1436,1423,38,37.44,5.945,37.78,0,0,4/30,4/30
Vinod Ganpat Kambli,18-01-1972,INDIA,Left-hand bat,Off-break,"October 18,1991",India v Pakistan,104,97,2477,21,106,32.59,3444,71.92,2,14,187,20,15,0,4,7,1,7.000,10.50,4.000,0,0,1/7,1/7
Virat Kohli,05-11-1988,INDIA,Right-hand bat,Right-arm medium,"August 18,2008",Sri Lanka v India,208,200,9588,35,183,58.10,10405,92.14,35,46,893,104,100,0,641,665,4,166.2,6.224,160.2,0,0,1/8,1/8
Virender Sehwag,20-10-1978,INDIA,Right-hand bat,Off-break,"April 1,1999",India v Pakistan,251,245,8273,9,219,35.05,7929,104.3,15,38,1132,135,93,0,4392,3853,96,40.13,5.263,45.75,0,0,4/6,4/6
Vivek Razdan,25-08-1969,INDIA,Right-hand bat,Right-arm fast-medium,"December 18,1989",Pakistan v India,3,3,23,1,18,11.50,27,85.18,0,0,3,0,4,0,84,77,1,77.00,5.500,84.00,0,0,1/37,1/37
Vangipurappu Venkata Sai Laxman,01-11-1974,INDIA,Right-hand bat,Off-break,"April 9,1998",India v Zimbabwe,86,83,2338,7,131,30.76,3282,71.23,6,10,222,4,39,0,42,40,0,--,5.714,--,0,0,0/1,0/1
Wasim Jaffer,16-02-1978,INDIA,Right-hand bat,Off-break,"November 22,2006",South Africa v India,2,2,10,0,10,5.000,23,43.47,0,0,2,0,--,--,--,--,--,--,--,--,--,--,,
Woorkeri Venkat Raman,23-05-1965,INDIA,Left-hand bat,Slow left-arm,"January 2,1988",India v West Indies,27,27,617,1,114,23.73,1109,55.63,1,3,47,5,2,0,162,170,2,85.00,6.296,81.00,0,0,1/7,1/7
Wriddhaman Prasanta Saha,24-10-1984,INDIA,Right-hand bat,NaN,"November 28,2010",India v New Zealand,9,5,41,2,16,13.66,56,73.21,0,0,5,0,17,1,--,--,--,--,--,--,--,--,,
Yalaka Venugopal Rao,26-02-1982,INDIA,Right-hand bat,Off-break,"July 30,2005",Sri Lanka v India,16,11,218,2,61*,24.22,363,60.05,0,1,16,3,5,0,--,--,--,--,--,--,--,--,,
Yashpal Sharma,11-08-1954,INDIA,Right-hand bat,Right-arm medium,"October 13,1978",Pakistan v India,42,40,883,9,89,28.48,1360,64.92,0,4,44,2,10,0,201,199,1,199.0,5.940,201.0,0,0,1/6,1/6
Yograj Singh Bhagsingh Bhundel,25-03-1958,INDIA,Right-hand bat,Right-arm fast-medium,"December 21,1980",India v New Zealand,6,4,1,2,1,0.500,12,8.333,0,0,0,0,2,0,244,186,4,46.50,4.573,61.00,0,0,2/44,2/44
Yusuf Khan Pathan,27-11-1984,INDIA,Right-hand bat,Off-break,"June 10,2008",India v Pakistan,57,41,810,11,123*,27.00,713,113.6,2,3,62,43,17,0,1490,1365,33,41.36,5.496,45.15,0,0,3/20,3/20
Yuvraj Singh,12-12-1981,INDIA,Left-hand bat,"Slow left-arm, Left-arm medium","October 3,2000",Kenya v India,304,278,8701,40,150,36.55,9925,87.66,14,52,908,155,94,0,5048,4294,111,38.68,5.103,45.47,1,0,5/31,5/31
Zaheer Khan,07-10-1978,INDIA,Right-hand bat,Left-arm fast-medium,"October 3,2000",Kenya v India,200,101,792,35,34*,12.00,1078,73.46,0,0,69,24,43,0,10097,8301,282,29.43,4.932,35.80,1,0,5/29,5/42
