Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate,5WI,10WM,BBI,BBM
Jamie Oliver Troughton,02-03-1979,ENGLAND,Left-hand bat,Slow left-arm,"June 17,2003",England v Pakistan,6,5,36,1,20,9.000,76,47.36,0,0,5,0,1,0,--,--,--,--,--,--,--,--,,
Joseph Liam Denly,16-03-1986,ENGLAND,Right-hand bat,Leg-break,"August 27,2009",Ireland v England,9,9,268,0,67,29.77,409,65.52,0,2,31,1,5,0,--,--,--,--,--,--,--,--,,
Joseph Edward Root,30-12-1990,ENGLAND,Right-hand bat,Off-break,"January 11,2013",India v England,107,101,4451,14,133*,51.16,5122,86.89,11,27,352,37,50,0,1204,1151,20,57.55,5.735,60.20,0,0,2/9,2/9
Joseph Emmanuel Benjamin,02-02-1961,ENGLAND,Right-hand bat,Right-arm medium-fast,"December 6,1994",Australia v England,2,1,0,0,0,0.000,6,0.000,0,0,0,0,--,--,72,47,1,47.00,3.916,72.00,0,0,1/22,1/22
John Paul Crawley,21-09-1971,ENGLAND,Right-hand bat,Right-arm medium,"December 15,1994",England v Zimbabwe,13,12,235,1,73,21.36,408,57.59,0,2,14,1,1,1,--,--,--,--,--,--,--,--,,
John Hugh Edrich,21-06-1937,ENGLAND,Left-hand bat,Right-arm medium,"January 5,1971",Australia v England,7,6,223,0,90,37.16,325,68.61,0,2,13,1,--,--,--,--,--,--,--,--,--,--,,
John Ernest Emburey,20-08-1952,ENGLAND,Right-hand bat,Off-break,"January 14,1980",Australia v England,61,45,501,10,34,14.31,664,75.45,0,0,32,6,19,0,3425,2346,76,30.86,4.109,45.06,0,0,4/37,4/37
John Harry Hampshire,10-02-1941,ENGLAND,Right-hand bat,Leg-break,"January 5,1971",Australia v England,3,3,48,1,25*,24.00,86,55.81,0,0,7,0,--,--,--,--,--,--,--,--,--,--,,
John Alexander Jameson,30-06-1941,ENGLAND,Right-hand bat,"Right-arm medium, Off-break","September 7,1973",England v West Indies,3,3,60,0,28,20.00,158,37.97,0,0,3,0,--,--,12,3,0,--,1.500,--,0,0,0/3,0/3
John Kenneth Lever,24-02-1949,ENGLAND,Right-hand bat,Left-arm fast-medium,"August 26,1976",England v West Indies,22,11,56,4,27*,8.000,152,36.84,0,0,2,0,6,0,1086,713,24,29.70,3.939,45.25,0,0,4/28,4/29
John Edward Morris,01-04-1964,ENGLAND,Right-hand bat,Right-arm medium,"December 1,1990",England v New Zealand,8,8,167,1,63*,23.85,225,74.22,0,1,18,0,2,0,--,--,--,--,--,--,--,--,,
John Augustine Snow,13-10-1941,ENGLAND,Right-hand bat,Right-arm fast-medium,"January 5,1971",Australia v England,9,4,9,2,5*,4.500,41,21.95,0,0,0,0,1,0,522,232,14,16.57,2.666,37.28,0,0,4/11,4/11
Jonathan Philip Agnew,04-04-1960,ENGLAND,Right-hand bat,Right-arm fast,"January 23,1985",India v England,3,1,2,1,2*,--,3,66.66,0,0,0,0,1,0,126,120,3,40.00,5.714,42.00,0,0,3/38,3/38
Jonathan Lewis,26-08-1975,ENGLAND,Right-hand bat,Right-arm medium-fast,"June 16,2005",England v Bangladesh,13,8,50,2,17,8.333,63,79.36,0,0,4,0,--,--,716,500,18,27.77,4.189,39.77,0,0,4/24,4/24
Jonathan Marc Bairstow,26-09-1989,ENGLAND,Right-hand bat,Right-arm,"September 16,2011",England v India,42,38,1451,8,141*,48.36,1500,96.73,4,6,143,27,20,2,--,--,--,--,--,--,--,--,,
Ian Jonathan Leonard Trott,22-04-1981,ENGLAND,Right-hand bat,Right-arm medium,"August 27,2009",Ireland v England,68,65,2819,10,137,51.25,3658,77.06,4,22,216,3,14,0,183,166,2,83.00,5.442,91.50,0,0,2/31,2/31
Joseph Charles Buttler,08-09-1990,ENGLAND,Right-hand bat,NaN,"February 21,2012",Pakistan v England,109,92,2816,18,129,38.05,2386,118.0,5,15,234,88,139,19,--,--,--,--,--,--,--,--,,
Kabir Ali,24-11-1980,ENGLAND,Right-hand bat,Right-arm fast-medium,"July 1,2003",England v Zimbabwe,14,9,93,3,39*,15.50,108,86.11,0,0,8,1,1,0,673,682,20,34.10,6.080,33.65,0,0,4/45,4/45
Keith William Robert Fletcher,20-05-1944,ENGLAND,Right-hand bat,Leg-break,"January 5,1971",Australia v England,24,22,757,3,131,39.84,1134,66.75,1,5,63,5,4,0,--,--,--,--,--,--,--,--,,
Kenneth Shuttleworth,13-11-1944,ENGLAND,Right-hand bat,Right-arm fast,"January 5,1971",Australia v England,1,1,7,0,7,7.000,19,36.84,0,0,0,0,1,0,42,29,1,29.00,4.142,42.00,0,0,1/29,1/29
Kim John Barnett,17-07-1960,ENGLAND,Right-hand bat,"Right-arm medium, Leg-break","September 4,1988",England v Sri Lanka,1,1,84,0,84,84.00,146,57.53,0,1,0,0,--,--,--,--,--,--,--,--,--,--,,
Leslie Brian Taylor,25-10-1953,ENGLAND,Right-hand bat,Right-arm fast-medium,"February 18,1986",West Indies v England,2,1,1,1,1*,--,6,16.66,0,0,0,0,--,--,84,47,0,--,3.357,--,0,0,0/17,0/17
Liam Edward Plunkett,06-04-1985,ENGLAND,Right-hand bat,Right-arm fast-medium,"December 10,2005",Pakistan v England,65,38,516,13,56,20.64,506,101.9,0,1,43,15,22,0,3122,3022,100,30.22,5.807,31.22,1,0,3/17,3/21
Luke James Wright,07-03-1985,ENGLAND,Right-hand bat,Right-arm medium,"September 5,2007",England v India,50,39,707,4,52,20.20,820,86.21,0,2,63,18,18,0,1038,884,15,58.93,5.109,69.20,0,0,2/24,2/24
Malachy Bernard Loye,27-09-1972,ENGLAND,Right-hand bat,Off-break,"January 19,2007",Australia v England,7,7,142,0,45,20.28,184,77.17,0,0,19,5,--,--,--,--,--,--,--,--,--,--,,
Marcus Edward Trescothick,25-12-1975,ENGLAND,Left-hand bat,Right-arm medium,"July 8,2000",England v Zimbabwe,123,122,4335,6,137,37.37,5087,85.21,12,21,528,41,49,0,232,219,4,54.75,5.663,58.00,0,0,2/7,2/7
Mark Wayne Alleyne,23-05-1968,ENGLAND,Right-hand bat,Right-arm medium,"January 10,1999",Australia v England,10,8,151,1,53,21.57,255,59.21,0,1,8,1,3,0,366,280,10,28.00,4.590,36.60,0,0,3/27,3/27
Mark Richard Benson,06-07-1958,ENGLAND,Left-hand bat,Off-break,"July 16,1986",England v New Zealand,1,1,24,0,24,24.00,58,41.37,0,0,3,0,--,--,--,--,--,--,--,--,--,--,,
Mark Alan Ealham,27-08-1969,ENGLAND,Right-hand bat,Right-arm medium-fast,"May 23,1996",England v India,64,45,716,4,45,17.46,1092,65.56,0,0,51,13,9,0,3227,2197,67,32.79,4.084,48.16,2,0,5/15,5/15
Mark Ravin Ramprakash,05-09-1969,ENGLAND,Right-hand bat,Off-break,"May 25,1991",England v West Indies,18,18,376,4,51,26.85,544,69.11,0,1,22,5,8,0,132,108,4,27.00,4.909,33.00,0,0,3/28,3/28
Mark Andrew Wood,11-01-1990,ENGLAND,Right-hand bat,Right-arm fast,"May 8,2015",Ireland v England,26,9,43,5,13,10.75,46,93.47,0,0,4,0,5,0,1357,1231,27,45.59,5.442,50.25,0,--,,
Martin Paul Bicknell,14-01-1969,ENGLAND,Right-hand bat,Right-arm fast-medium,"December 7,1990",England v New Zealand,7,6,96,2,31*,24.00,104,92.30,0,0,7,1,2,0,413,347,13,26.69,5.041,31.76,0,0,3/55,3/55
Martyn Douglas Moxon,04-05-1960,ENGLAND,Right-hand bat,Right-arm medium,"January 23,1985",India v England,8,8,174,0,70,21.75,325,53.53,0,1,12,0,5,0,--,--,--,--,--,--,--,--,,
Matthew James Prior,26-02-1982,ENGLAND,Right-hand bat,NaN,"December 5,2004",Zimbabwe v England,68,62,1282,9,87,24.18,1670,76.76,0,3,141,6,71,8,--,--,--,--,--,--,--,--,,
Matthew Valentine Fleming,12-12-1964,ENGLAND,Right-hand bat,Right-arm medium,"December 11,1997",England v India,11,10,139,1,33,15.44,137,101.4,0,0,11,3,1,0,523,434,17,25.52,4.979,30.76,0,0,4/45,4/45
Matthew James Hoggard,31-12-1976,ENGLAND,Right-hand bat,Right-arm fast-medium,"October 3,2001",Zimbabwe v England,26,6,17,2,7*,4.250,30,56.66,0,0,0,0,5,0,1306,1152,32,36.00,5.292,40.81,1,0,5/49,5/49
Matthew Peter Maynard,21-03-1966,ENGLAND,Right-hand bat,Right-arm medium,"February 16,1994",West Indies v England,14,12,156,1,41,14.18,225,69.33,0,0,10,1,4,0,--,--,--,--,--,--,--,--,,
Michael Andrew Atherton,23-03-1968,ENGLAND,Right-hand bat,Leg-break,"July 18,1990",England v India,54,54,1791,3,127,35.11,3054,58.64,2,12,155,1,15,0,--,--,--,--,--,--,--,--,,
Michael Alexander Carberry,29-09-1980,ENGLAND,Left-hand bat,Off-break,"September 3,2013",Ireland v England,6,6,114,0,63,19.00,180,63.33,0,1,14,0,2,0,6,12,0,--,12.00,--,0,0,0/12,0/12
Michael John Lumb,12-02-1980,ENGLAND,Left-hand bat,Right-arm medium,"February 28,2014",West Indies v England,3,3,165,0,106,55.00,203,81.28,1,0,12,3,1,0,--,--,--,--,--,--,--,--,,
Michael John Smith,04-01-1942,ENGLAND,Right-hand bat,Slow left-arm,"September 5,1973",England v West Indies,5,5,70,0,31,14.00,159,44.02,0,0,4,0,1,0,--,--,--,--,--,--,--,--,,
Michael Paul Vaughan,29-10-1974,ENGLAND,Right-hand bat,Off-break,"March 23,2001",Sri Lanka v England,86,83,1982,10,90*,27.15,2900,68.34,0,16,204,13,25,0,796,649,16,40.56,4.892,49.75,0,0,4/22,4/22
Michael Howard Yardy,27-11-1980,ENGLAND,Left-hand bat,"Slow left-arm, Left-arm medium","September 8,2006",England v Pakistan,28,24,326,8,60*,20.37,472,69.06,0,2,20,1,10,0,1332,1075,21,51.19,4.842,63.42,0,0,3/24,3/24
John Michael Brearley,28-04-1942,ENGLAND,Right-hand bat,Right-arm medium,"June 2,1977",England v Australia,25,24,510,3,78,24.28,1120,45.53,0,3,47,0,12,0,--,--,--,--,--,--,--,--,,
Michael Henry Denness,01-12-1940,ENGLAND,Right-hand bat,"Right-arm medium, Off-break","September 5,1973",England v West Indies,12,11,264,2,66,29.33,417,63.30,0,1,17,2,1,0,--,--,--,--,--,--,--,--,,
Michael William Gatting,06-06-1957,ENGLAND,Right-hand bat,Right-arm medium,"December 23,1977",Pakistan v England,92,88,2095,17,115*,29.50,2968,70.58,1,9,165,11,22,0,390,336,10,33.60,5.169,39.00,0,0,3/32,3/32
Michael Hendrick,22-10-1948,ENGLAND,Right-hand bat,Right-arm fast-medium,"September 5,1973",England v West Indies,22,10,6,5,2*,1.200,22,27.27,0,0,0,0,5,0,1176,681,35,19.45,3.474,33.60,1,0,5/31,5/31
Michael Watkinson,01-08-1961,ENGLAND,Right-hand bat,"Right-arm medium, Off-break","January 13,1996",South Africa v England,1,0,0,0,0,--,0,--,0,0,0,0,--,--,54,43,0,--,4.777,--,0,0,0/24,0/43
Moeen Munir Ali,18-06-1987,ENGLAND,Left-hand bat,Off-break,"February 28,2014",West Indies v England,73,62,1449,10,128,27.86,1376,105.3,3,5,131,47,24,0,3455,2914,60,48.56,5.060,57.58,0,0,1/2,1/2
Monte Alan Lynch,21-05-1958,ENGLAND,Right-hand bat,"Right-arm medium, Off-break","May 19,1988",England v West Indies,3,3,8,0,6,2.666,32,25.00,0,0,1,0,1,0,--,--,--,--,--,--,--,--,,
Mudhsuden Singh Panesar,25-04-1982,ENGLAND,Left-hand bat,Slow left-arm,"January 12,2007",Australia v England,26,8,26,3,13,5.200,91,28.57,0,0,2,0,3,0,1308,980,24,40.83,4.495,54.50,0,0,3/21,3/25
Nasser Hussain,28-03-1968,ENGLAND,Right-hand bat,Leg-break,"October 30,1989",England v Pakistan,88,87,2332,10,115,30.28,3481,66.99,1,16,208,15,40,0,--,--,--,--,--,--,--,--,,
Neal Victor Radford,07-06-1957,ENGLAND,Right-hand bat,Right-arm fast-medium,"February 4,1988",Australia v England,6,3,0,2,0*,0.000,7,0.000,0,0,0,0,2,0,348,230,2,115.0,3.965,174.0,0,0,1/32,1/32
Neil Harvey Fairbrother,09-09-1963,ENGLAND,Left-hand bat,Left-arm medium,"April 2,1987",England v India,75,71,2092,18,113,39.47,2903,72.06,1,16,140,20,33,0,6,9,0,--,9.000,--,0,0,0/9,0/9
Neil Alan Foster,06-05-1962,ENGLAND,Right-hand bat,Right-arm fast-medium,"February 18,1984",New Zealand v England,48,25,150,12,24,11.53,244,61.47,0,0,9,0,12,0,2627,1836,59,31.11,4.193,44.52,0,0,3/20,3/20
Neil Michael Knight Smith,27-07-1967,ENGLAND,Right-hand bat,Off-break,"January 9,1996",South Africa v England,7,6,100,1,31,20.00,132,75.75,0,0,15,0,1,0,261,190,6,31.66,4.367,43.50,0,0,3/29,3/29
Nicholas Grant Billson Cook,17-06-1956,ENGLAND,Right-hand bat,Slow left-arm,"March 26,1984",Pakistan v England,3,0,0,0,0*,--,0,--,0,0,0,0,2,0,144,95,5,19.00,3.958,28.80,0,0,2/18,2/18
Nicholas Verity Knight,28-11-1969,ENGLAND,Left-hand bat,Right-arm medium,"August 29,1996",England v Pakistan,100,100,3637,10,125*,40.41,5085,71.52,5,25,327,21,44,0,--,--,--,--,--,--,--,--,,
Norman George Cowans,17-04-1961,ENGLAND,Right-hand bat,Right-arm fast,"January 11,1983",Australia v England,23,8,13,3,4*,2.600,29,44.82,0,0,0,0,5,0,1282,913,23,39.69,4.273,55.73,0,0,3/44,3/44
Norman Gifford,30-03-1940,ENGLAND,Left-hand bat,Slow left-arm,"March 24,1985",Australia v England,2,1,0,0,0,0.000,8,0.000,0,0,0,0,1,0,120,50,4,12.50,2.500,30.00,0,0,4/23,4/23
Owais Alam Shah,22-10-1978,CAPE COBRAS,Right-hand bat,Off-break,"June 10,2001",England v Australia,71,66,1834,6,107*,30.56,2331,78.67,1,12,144,26,21,0,193,184,7,26.28,5.720,27.57,0,0,3/15,3/15
Patrick Ian Pocock,24-09-1946,ENGLAND,Right-hand bat,Off-break,"March 26,1985",England v Pakistan,1,1,4,0,4*,4.000,9,44.44,0,0,0,0,--,--,60,20,0,--,2.000,--,0,0,0/4,0/20
Paul John Walter Allott,14-09-1956,ENGLAND,Right-hand bat,Right-arm fast-medium,"February 13,1982",Sri Lanka v England,13,6,15,1,8,3.000,25,60.00,0,0,1,0,2,0,819,552,15,36.80,4.044,54.60,0,0,3/25,3/41
Paul David Collingwood,26-05-1976,WORLD XI,Right-hand bat,Right-arm medium,"June 7,2001",England v Pakistan,197,181,5092,37,120*,35.36,6614,76.98,5,26,365,74,108,0,5186,4294,111,38.68,4.968,46.72,1,0,6/31,6/31
Paul Rupert Downton,04-04-1957,ENGLAND,Right-hand bat,Off-break,"December 23,1977",Pakistan v England,28,20,242,5,44*,16.13,358,67.59,0,0,13,0,26,3,--,--,--,--,--,--,--,--,,
Paul John Franks,03-02-1979,ENGLAND,Left-hand bat,Right-arm fast-medium,"July 20,2000",England v West Indies,1,1,4,0,4,4.000,17,23.52,0,0,0,0,1,0,54,48,0,--,5.333,--,0,0,0/48,0/48
Adrian Paul Grayson,31-03-1971,ENGLAND,Right-hand bat,Slow left-arm,"October 10,2000",England v South Africa,2,2,6,0,6,3.000,13,46.15,0,0,0,0,1,0,90,60,3,20.00,4.000,30.00,0,0,3/40,3/40
Paul William Jarvis,29-06-1965,ENGLAND,Right-hand bat,Right-arm fast-medium,"February 4,1988",Australia v England,16,8,31,2,16*,5.166,39,79.48,0,0,1,1,1,0,879,672,24,28.00,4.587,36.62,1,0,5/35,5/35
Paul Andrew Nixon,21-10-1970,ENGLAND,Left-hand bat,NaN,"January 12,2007",Australia v England,19,18,297,4,49,21.21,347,85.59,0,0,21,7,20,3,--,--,--,--,--,--,--,--,,
Jonathan Paul Taylor,08-08-1964,ENGLAND,Left-hand bat,Left-arm fast-medium,"March 20,1993",Sri Lanka v England,1,1,1,0,1,1.000,8,12.50,0,0,0,0,--,--,18,20,0,--,6.666,--,0,0,0/9,0/20
Peter Lever,17-09-1940,ENGLAND,Right-hand bat,Right-arm fast-medium,"January 5,1971",Australia v England,10,3,17,2,8*,17.00,24,70.83,0,0,0,0,2,0,408,261,11,23.72,3.838,37.09,0,0,4/35,4/35
Peter James Martin,15-11-1968,ENGLAND,Right-hand bat,Right-arm fast-medium,"May 26,1995",England v West Indies,20,13,38,7,6,6.333,53,71.69,0,0,3,0,1,0,1048,806,27,29.85,4.614,38.81,0,0,4/44,4/44
Peter Willey,06-12-1949,ENGLAND,Right-hand bat,Off-break,"June 2,1977",England v Australia,26,24,538,1,64,23.39,855,62.92,0,5,49,0,4,0,1031,659,13,50.69,3.835,79.30,0,0,3/33,3/33
Phillip Anthony Jason DeFreitas,18-02-1966,ENGLAND,Right-hand bat,Right-arm fast-medium,"January 1,1987",Australia v England,103,66,690,23,67,16.04,823,83.83,0,1,46,10,26,0,5712,3775,115,32.82,3.965,49.66,0,0,4/34,4/35
Philippe-Henri Edmonds,08-03-1951,ENGLAND,Right-hand bat,Slow left-arm,"December 23,1977",Pakistan v England,29,18,116,7,20,10.54,232,50.00,0,0,7,0,6,0,1478,965,26,37.11,3.917,56.84,0,0,3/39,3/39
Philip Clive Roderick Tufnell,29-04-1966,ENGLAND,Right-hand bat,Slow left-arm,"December 7,1990",England v New Zealand,20,10,15,9,5*,15.00,31,48.38,0,0,0,0,4,0,1020,699,19,36.78,4.111,53.68,0,0,4/22,4/22
Philip Mustard,08-10-1982,ENGLAND,Left-hand bat,Leg-break googly,"October 1,2007",Sri Lanka v England,10,10,233,0,83,23.30,252,92.46,0,1,28,5,9,2,--,--,--,--,--,--,--,--,,
Ravinder Singh Bopara,04-05-1985,ENGLAND,Right-hand bat,Right-arm medium,"February 2,2007",Australia v England,120,109,2695,21,101*,30.62,3462,77.84,1,14,204,34,35,0,1860,1523,40,38.07,4.912,46.50,0,0,4/10,4/10
Raymond Illingworth,08-06-1932,ENGLAND,Right-hand bat,Off-break,"January 5,1971",Australia v England,3,2,5,0,4,2.500,18,27.77,0,0,0,0,1,0,114,84,4,21.00,4.421,28.50,0,0,3/15,3/18
Richard John Blakey,15-01-1967,ENGLAND,Right-hand bat,NaN,"August 22,1992",England v Pakistan,3,2,25,0,25,12.50,50,50.00,0,0,3,0,2,1,--,--,--,--,--,--,--,--,,
Richard Mark Ellison,21-09-1959,ENGLAND,Left-hand bat,Right-arm medium-fast,"December 5,1984",India v England,14,12,86,4,24,10.75,110,78.18,0,0,3,1,2,0,696,510,12,42.50,4.396,58.00,0,0,3/42,3/42
Richard Keith Illingworth,23-08-1963,ENGLAND,Right-hand bat,Slow left-arm,"May 23,1991",England v West Indies,25,11,68,5,14*,11.33,120,56.66,0,0,4,0,8,0,1501,1059,30,35.30,4.233,50.03,0,0,3/33,3/33
Richard Leonard Johnson,29-12-1974,ENGLAND,Right-hand bat,Right-arm fast-medium,"June 26,2003",England v Zimbabwe,10,4,16,1,10,5.333,20,80.00,0,0,1,1,--,--,402,239,11,21.72,3.567,36.54,0,0,3/22,3/22
Rikki Clarke,29-09-1981,ENGLAND,Right-hand bat,Right-arm fast-medium,"June 17,2003",England v Pakistan,20,13,144,0,39,11.07,232,62.06,0,0,12,1,11,0,469,415,11,37.72,5.309,42.63,0,0,2/7,2/28
Robert John Bailey,28-10-1963,ENGLAND,Right-hand bat,Off-break,"March 26,1985",England v Pakistan,4,4,137,2,43*,68.50,196,69.89,0,0,6,2,1,0,36,25,0,--,4.166,--,0,0,0/25,0/25
Robert Damien Bale Croft,25-05-1970,ENGLAND,Right-hand bat,Off-break,"August 29,1996",England v Pakistan,50,36,345,12,32,14.37,519,66.47,0,0,23,2,11,0,2466,1743,45,38.73,4.240,54.80,0,0,3/19,3/19
Robert William Trevor Key,12-05-1979,ENGLAND,Right-hand bat,Right-arm medium,"June 26,2003",England v Zimbabwe,5,5,54,0,19,10.80,135,40.00,0,0,6,0,--,--,--,--,--,--,--,--,--,--,,
Robin David Jackman,13-08-1945,ENGLAND,Right-hand bat,Right-arm fast-medium,"July 13,1974",England v India,15,9,54,1,14,6.750,93,58.06,0,0,3,0,4,0,873,598,19,31.47,4.110,45.94,0,0,3/41,3/41
Robin Arnold Smith,13-09-1963,ENGLAND,Right-hand bat,Leg-break,"September 4,1988",England v Sri Lanka,71,70,2419,8,167*,39.01,3473,69.65,4,15,239,22,26,0,--,--,--,--,--,--,--,--,,
Roger William Tolchard,15-06-1946,ENGLAND,Right-hand bat,Off-break,"January 13,1979",Australia v England,1,0,0,0,0,--,0,--,0,0,0,0,1,0,--,--,--,--,--,--,--,--,,
Roland Orlando Butcher,14-10-1953,ENGLAND,Right-hand bat,Right-arm medium,"August 22,1980",England v Australia,3,3,58,0,52,19.33,68,85.29,0,1,5,0,--,--,--,--,--,--,--,--,--,--,,
Ronald Charles Irani,26-10-1971,ENGLAND,Right-hand bat,Right-arm medium,"May 23,1996",England v India,31,30,360,5,53,14.40,549,65.57,0,1,23,2,6,0,1283,989,24,41.20,4.625,53.45,1,0,5/26,5/26
Ryan Jay Sidebottom,15-01-1978,ENGLAND,Left-hand bat,Left-arm fast-medium,"October 7,2001",Zimbabwe v England,25,18,133,8,24,13.30,194,68.55,0,0,11,0,6,0,1277,1039,29,35.82,4.881,44.03,0,0,3/13,3/13
Sajid Iqbal Mahmood,21-12-1981,ENGLAND,Right-hand bat,Right-arm fast-medium,"July 4,2004",England v New Zealand,26,15,85,4,22*,7.727,101,84.15,0,0,8,1,1,0,1197,1169,30,38.96,5.859,39.90,0,0,4/22,4/50
Samit Rohit Patel,30-11-1984,ENGLAND,Right-hand bat,Slow left-arm,"August 18,2008",Scotland v England,36,22,482,7,70*,32.13,517,93.23,0,1,37,12,7,0,1187,1091,24,45.45,5.514,49.45,1,0,5/41,5/41
Scott George Borthwick,19-04-1990,ENGLAND,Left-hand bat,Leg-break,"August 25,2011",Ireland v England,2,2,18,0,15,9.000,16,112.5,0,0,1,1,--,--,54,72,0,--,8.000,--,0,0,0/13,0/13
Shaun David Udal,18-03-1969,ENGLAND,Right-hand bat,Off-break,"May 19,1994",England v New Zealand,11,7,35,4,11*,11.66,46,76.08,0,0,1,0,1,0,612,400,9,44.44,3.921,68.00,0,0,2/37,2/37
Simon Philip Jones,25-12-1978,ENGLAND,Left-hand bat,Right-arm fast,"December 4,2004",Zimbabwe v England,8,1,1,0,1,1.000,2,50.00,0,0,0,0,--,--,348,275,7,39.28,4.741,49.71,0,0,2/15,2/43
Stephen James Harmison,23-10-1978,ENGLAND,Right-hand bat,Right-arm fast,"December 17,2002",England v Sri Lanka,58,25,91,14,18*,8.272,141,64.53,0,0,3,0,10,0,2899,2481,76,32.64,5.134,38.14,1,0,5/33,5/33
Stephen David Parry,12-01-1986,ENGLAND,Right-hand bat,Slow left-arm,"March 2,2014",West Indies v England,2,0,0,0,0,--,0,--,0,0,0,0,--,--,114,92,4,23.00,4.842,28.50,0,0,3/32,3/32
Steven John Rhodes,17-06-1964,ENGLAND,Right-hand bat,NaN,"May 25,1989",England v Australia,9,8,107,2,56,17.83,150,71.33,0,1,7,1,9,2,--,--,--,--,--,--,--,--,,
Steven Llewellyn Watkin,15-09-1964,ENGLAND,Right-hand bat,Right-arm medium-fast,"February 16,1994",West Indies v England,4,2,4,0,4,2.000,23,17.39,0,0,0,0,--,--,221,193,7,27.57,5.239,31.57,0,0,4/49,4/49
Steven Michael Davies,17-06-1986,ENGLAND,Left-hand bat,NaN,"October 2,2009",Australia v England,8,8,244,0,87,30.50,231,105.6,0,1,36,0,8,0,--,--,--,--,--,--,--,--,,
Steven Thomas Finn,04-04-1989,ENGLAND,Right-hand bat,Right-arm fast,"January 30,2011",Australia v England,69,30,136,13,35,8.000,223,60.98,0,0,11,3,15,0,3550,2996,102,29.37,5.063,34.80,2,0,4/34,4/34
Stuart Christopher John Broad,24-06-1986,ENGLAND,Left-hand bat,Right-arm fast-medium,"August 30,2006",England v Pakistan,121,68,529,25,45*,12.30,709,74.61,0,0,35,10,27,0,6109,5364,178,30.13,5.268,34.32,1,0,5/23,5/23
Stuart Christopher Meaker,21-01-1989,ENGLAND,Right-hand bat,Right-arm fast-medium,"October 23,2011",India v England,2,2,2,0,1,1.000,16,12.50,0,0,0,0,--,--,114,110,2,55.00,5.789,57.00,0,0,1/28,1/28
Timothy Raymond Ambrose,01-12-1982,ENGLAND,Right-hand bat,NaN,"June 15,2008",England v New Zealand,5,5,10,1,6,2.500,34,29.41,0,0,0,0,3,0,--,--,--,--,--,--,--,--,,
Timothy Thomas Bresnan,28-02-1985,ENGLAND,Right-hand bat,Right-arm fast-medium,"June 17,2006",England v Sri Lanka,85,64,871,20,80,19.79,965,90.25,0,1,88,6,20,0,4221,3813,109,34.98,5.420,38.72,1,0,5/48,5/48
Robert Timothy Robinson,21-11-1958,ENGLAND,Right-hand bat,Right-arm medium,"December 5,1984",India v England,26,26,597,0,83,22.96,1026,58.18,0,3,63,0,6,0,--,--,--,--,--,--,--,--,,
Anthony William Greig,06-10-1946,ENGLAND,Right-hand bat,"Right-arm medium, Off-break","August 24,1972",England v Australia,22,19,269,3,48,16.81,378,71.16,0,0,19,3,7,0,892,619,19,32.57,4.163,46.94,0,0,4/33,4/45
Trevor Edward Jesty,02-06-1948,ENGLAND,Right-hand bat,Right-arm medium,"January 11,1983",Australia v England,10,10,127,4,52*,21.16,182,69.78,0,1,10,2,5,0,108,93,1,93.00,5.166,108.0,0,0,1/23,1/23
Victor James Marks,25-06-1955,ENGLAND,Right-hand bat,Off-break,"May 30,1980",England v West Indies,34,24,285,3,44,13.57,434,65.66,0,0,16,0,8,0,1838,1135,44,25.79,3.705,41.77,2,0,5/20,5/20
Vikram Singh Solanki,01-04-1976,ENGLAND,Right-hand bat,Off-break,"January 23,2000",South Africa v England,51,46,1097,5,106,26.75,1502,73.03,2,5,135,7,16,0,111,105,1,105.0,5.675,111.0,0,0,1/17,1/17
Vincent John Wells,06-08-1965,ENGLAND,Right-hand bat,Right-arm medium,"January 10,1999",Australia v England,9,7,141,0,39,20.14,253,55.73,0,0,8,2,7,0,220,189,8,23.62,5.154,27.50,0,0,3/30,3/30
Wayne Larkins,22-11-1953,ENGLAND,Right-hand bat,Right-arm medium,"June 20,1979",England v New Zealand,25,24,591,0,124,24.62,1047,56.44,1,0,66,2,8,0,15,22,0,--,8.800,--,0,0,0/1,0/1
Wilfred Norris Slack,12-12-1954,ENGLAND,Left-hand bat,Right-arm medium,"March 4,1986",West Indies v England,2,2,43,0,34,21.50,85,50.58,0,0,5,1,--,--,--,--,--,--,--,--,--,--,,
