Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate,5WI,10WM,BBI,BBM
Kerry James O'Keeffe,25-11-1949,AUSTRALIA,Right-hand bat,Leg-break googly,"June 2,1977",England v Australia,2,2,16,1,16*,16.00,38,42.10,0,0,1,0,--,--,132,79,2,39.50,3.590,66.00,0,0,1/10,1/36
Kevin John Wright,27-12-1953,AUSTRALIA,Right-hand bat,NaN,"February 4,1979",Australia v England,5,2,29,0,23,14.50,52,55.76,0,0,0,0,8,0,--,--,--,--,--,--,--,--,,
Kimberley John Hughes,26-01-1954,AUSTRALIA,Right-hand bat,Right-arm medium,"June 4,1977",England v Australia,97,88,1968,6,98,24.00,2919,67.42,0,17,141,12,27,0,1,4,0,--,24.00,--,0,0,0/0,0/0
Leonard Stephen Pascoe,13-02-1950,AUSTRALIA,Right-hand bat,Right-arm fast,"June 2,1977",England v Australia,29,11,39,7,15*,9.750,102,38.23,0,0,2,0,6,0,1568,1066,53,20.11,4.079,29.58,1,0,5/30,5/30
Marcus James North,28-07-1979,AUSTRALIA,Left-hand bat,Off-break,"May 1,2009",Australia v Pakistan,2,2,6,0,5,3.000,19,31.57,0,0,0,0,1,0,18,16,0,--,5.333,--,0,0,0/0,0/0
Mark James Cosgrove,14-06-1984,AUSTRALIA,Left-hand bat,Right-arm medium,"April 28,2006",Bangladesh v Australia,3,3,112,0,74,37.33,116,96.55,0,1,12,2,--,--,30,13,1,13.00,2.600,30.00,0,0,1/1,1/1
Mark Anthony Taylor,27-10-1964,AUSTRALIA,Left-hand bat,Right-arm medium,"December 26,1989",Australia v Sri Lanka,113,110,3514,1,105,32.23,5906,59.49,1,28,273,7,56,0,--,--,--,--,--,--,--,--,,
Mark Edward Waugh,02-06-1965,AUSTRALIA,Right-hand bat,"Right-arm medium, Off-break","December 11,1988",Australia v Pakistan,244,236,8500,20,173,39.35,11063,76.83,18,50,651,57,108,0,3687,2938,85,34.56,4.781,43.37,1,0,5/24,5/24
Martin Francis Kent,23-11-1953,AUSTRALIA,Right-hand bat,NaN,"January 29,1981",Australia v New Zealand,5,5,78,1,33,19.50,133,58.64,0,0,6,0,4,0,--,--,--,--,--,--,--,--,,
Matthew Thomas Gray Elliott,28-09-1971,AUSTRALIA,Left-hand bat,Left-arm medium,"May 25,1997",England v Australia,1,1,1,0,1,1.000,6,16.66,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Matthew Lawrence Hayden,29-10-1971,AUSTRALIA,Left-hand bat,Right-arm medium,"May 19,1993",England v Australia,161,155,6133,15,181*,43.80,7767,78.96,10,36,636,87,68,0,6,18,0,--,18.00,--,0,0,0/7,0/7
Matthew Scott Wade,26-12-1987,AUSTRALIA,Left-hand bat,Right-arm medium,"February 5,2012",Australia v India,94,80,1777,11,100*,25.75,2164,82.11,1,10,123,32,108,9,--,--,--,--,--,--,--,--,,
Maxwell Henry Norman Walker,12-09-1948,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"March 30,1974",New Zealand v Australia,17,11,79,3,20*,9.875,170,46.47,0,0,6,0,6,0,950,546,20,27.30,3.448,47.50,0,0,4/19,4/19
Mervyn Gregory Hughes,23-11-1961,AUSTRALIA,Right-hand bat,Right-arm fast,"December 11,1988",Australia v Pakistan,33,17,100,8,20,11.11,134,74.62,0,0,6,4,6,0,1639,1115,38,29.34,4.081,43.13,0,0,4/37,4/44
Michael Gwyl Bevan,08-05-1970,AUSTRALIA,Left-hand bat,Chinaman,"April 14,1994",Australia v Sri Lanka,232,196,6912,67,108*,53.58,9321,74.15,6,46,450,21,69,0,1966,1655,36,45.97,5.050,54.61,0,0,3/18,3/26
Michael John Clarke,02-04-1981,AUSTRALIA,Right-hand bat,Slow left-arm,"January 19,2003",Australia v England,245,223,7981,44,130,44.58,10103,78.99,8,58,665,53,106,0,2585,2146,57,37.64,4.981,45.35,1,0,5/35,5/35
Michael James Di Venuto,12-12-1973,AUSTRALIA,Left-hand bat,"Right-arm medium, Leg-break googly","March 29,1997",South Africa v Australia,9,9,241,0,89,26.77,281,85.76,0,2,28,0,1,0,--,--,--,--,--,--,--,--,,
Michael Edward Killeen Hussey,27-05-1975,AUSTRALIA,Left-hand bat,Right-arm medium,"February 1,2004",Australia v India,185,157,5442,44,109*,48.15,6243,87.16,3,39,383,80,105,0,240,235,2,117.5,5.875,120.0,0,0,1/0,1/3
Michael Scott Kasprowicz,10-02-1972,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"December 19,1995",Australia v West Indies,43,13,74,9,28*,18.50,89,83.14,0,0,6,1,13,0,2225,1674,67,24.98,4.514,33.20,2,0,5/28,5/45
Michael Jonathon Slater,21-02-1970,AUSTRALIA,Right-hand bat,Right-arm medium,"December 9,1993",Australia v South Africa,42,42,987,1,73,24.07,1634,60.40,0,9,95,2,9,0,12,11,0,--,5.500,--,0,0,0/0,0/0
Michael Llewellyn Lewis,29-06-1974,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"December 7,2005",New Zealand v Australia,7,1,4,1,4*,--,4,100.0,0,0,0,0,1,0,341,391,7,55.85,6.879,48.71,0,0,3/56,3/56
Michael Francis Malone,09-10-1950,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"June 2,1977",England v Australia,10,7,36,3,15*,9.000,63,57.14,0,0,5,0,1,0,612,315,11,28.63,3.088,55.63,0,0,2/9,2/9
Michael Robert John Veletta,30-10-1963,AUSTRALIA,Right-hand bat,NaN,"April 3,1987",Australia v Pakistan,20,19,484,4,68*,32.26,642,75.38,0,2,29,0,8,0,--,--,--,--,--,--,--,--,,
Michael Roy Whitney,24-02-1959,AUSTRALIA,Right-hand bat,Left-arm fast-medium,"March 17,1983",Australia v New Zealand,38,13,40,7,9*,6.666,90,44.44,0,0,2,0,11,0,2106,1249,46,27.15,3.558,45.78,0,0,4/34,4/34
Mitchell Guy Johnson,02-11-1981,AUSTRALIA,Left-hand bat,Left-arm fast,"December 10,2005",New Zealand v Australia,153,91,951,32,73*,16.11,987,96.35,0,2,81,23,35,0,7490,6037,239,25.25,4.836,31.33,3,0,6/31,6/31
Mitchell Ross Marsh,20-10-1991,AUSTRALIA,Right-hand bat,Right-arm medium,"October 19,2011",South Africa v Australia,53,49,1428,9,102*,35.70,1534,93.09,1,11,120,37,25,0,1700,1564,44,35.54,5.520,38.63,1,0,1/5,1/5
Mitchell Aaron Starc,30-01-1990,AUSTRALIA,Left-hand bat,Left-arm fast-medium,"October 20,2010",India v Australia,72,35,262,16,52*,13.78,294,89.11,0,1,20,7,19,0,3593,2954,141,20.95,4.932,25.48,5,0,5/20,5/20
Moises Constantino Henriques,01-02-1987,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"October 31,2009",India v Australia,11,10,81,1,18*,9.000,119,68.06,0,0,7,0,4,0,354,306,7,43.71,5.186,50.57,0,0,3/11,3/11
Murray John Bennett,06-10-1956,AUSTRALIA,Right-hand bat,Slow left-arm,"October 6,1984",India v Australia,8,4,9,1,6*,3.000,21,42.85,0,0,0,0,1,0,408,275,4,68.75,4.044,102.0,0,0,2/27,2/27
Nathan Wade Bracken,12-09-1977,AUSTRALIA,Right-hand bat,Left-arm fast-medium,"January 11,2001",Australia v West Indies,116,35,198,18,21*,11.64,281,70.46,0,0,10,5,26,0,5759,4239,174,24.36,4.416,33.09,2,0,5/47,5/47
Nathan Mitchell Coulter-Nile,11-10-1987,AUSTRALIA,Right-hand bat,Right-arm fast,"September 14,2013",England v Australia,21,14,86,5,16*,9.555,126,68.25,0,0,4,1,7,0,1112,985,37,26.62,5.314,30.05,0,0,3/13,3/13
Nathan Michael Hauritz,18-10-1981,BRISBANE HEAT,Right-hand bat,Off-break,"March 22,2002",South Africa v Australia,58,32,337,17,53*,22.46,350,96.28,0,1,21,8,24,0,2724,2152,63,34.15,4.740,43.23,0,0,4/29,4/29
Nathan Michael Lyon,20-11-1987,AUSTRALIA,Right-hand bat,Off-break,"March 8,2012",Australia v Sri Lanka,13,6,46,4,30,23.00,46,100.0,0,0,5,1,2,0,720,592,17,34.82,4.933,42.35,0,0,1/16,1/17
Patrick James Cummins,08-05-1993,AUSTRALIA,Right-hand bat,Right-arm fast,"October 19,2011",South Africa v Australia,39,20,144,8,36,12.00,200,72.00,0,0,12,3,6,0,2028,1821,64,28.45,5.387,31.68,0,0,3/15,3/15
Paul Ronald Reiffel,19-04-1966,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"January 14,1992",Australia v India,92,57,503,21,58,13.97,709,70.94,0,1,26,1,25,0,4732,3096,106,29.20,3.925,44.64,0,0,4/13,4/13
Andrew Paul Sheahan,30-09-1946,AUSTRALIA,Right-hand bat,NaN,"August 24,1972",England v Australia,3,3,75,0,50,25.00,124,60.48,0,1,6,1,--,--,--,--,--,--,--,--,--,--,,
Paul Wilson,12-01-1972,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"December 17,1997",Australia v New Zealand,11,5,4,2,2,1.333,13,30.76,0,0,0,0,1,0,562,450,13,34.61,4.804,43.23,0,0,3/39,3/39
Peter James Forrest,15-11-1985,BRISBANE HEAT,Right-hand bat,Right-arm medium,"February 12,2012",Australia v India,15,14,368,0,104,26.28,561,65.59,1,3,34,4,4,0,--,--,--,--,--,--,--,--,,
Peter Matthew Siddle,25-11-1984,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"February 13,2009",Australia v New Zealand,17,4,21,2,9*,10.50,18,116.6,0,0,1,0,1,0,751,581,15,38.73,4.641,50.06,0,0,3/23,3/47
Peter Laurence Taylor,22-08-1956,AUSTRALIA,Left-hand bat,Off-break,"January 18,1987",Australia v England,83,47,437,25,54*,19.86,583,74.95,0,1,23,0,34,0,3937,2740,97,28.24,4.175,40.58,0,0,4/38,4/38
Peter Michael Toohey,20-04-1954,AUSTRALIA,Right-hand bat,NaN,"February 22,1978",West Indies v Australia,5,4,105,2,54*,52.50,133,78.94,0,1,5,0,--,--,--,--,--,--,--,--,--,--,,
Phillip Henry Carlson,08-08-1951,AUSTRALIA,Right-hand bat,Right-arm medium,"January 13,1979",Australia v England,4,2,11,0,11,5.500,30,36.66,0,0,2,0,--,--,126,70,2,35.00,3.333,63.00,0,0,1/21,1/21
Philip Allen Emery,25-06-1964,AUSTRALIA,Left-hand bat,NaN,"October 30,1994",Pakistan v Australia,1,1,11,1,11*,--,13,84.61,0,0,1,0,3,0,--,--,--,--,--,--,--,--,,
Philip Anthony Jaques,03-05-1979,AUSTRALIA,Left-hand bat,Chinaman,"January 20,2006",Australia v South Africa,6,6,125,0,94,20.83,176,71.02,0,1,16,1,3,0,--,--,--,--,--,--,--,--,,
Phillip Joel Hughes,30-11-1988,AUSTRALIA,Left-hand bat,Off-break,"January 11,2013",Australia v Sri Lanka,25,24,826,1,138*,35.91,1100,75.09,2,4,91,5,5,0,--,--,--,--,--,--,--,--,,
Raymond James Bright,13-07-1954,AUSTRALIA,Right-hand bat,Slow left-arm,"March 30,1974",New Zealand v Australia,11,8,66,4,19*,16.50,122,54.09,0,0,3,1,2,0,448,350,3,116.6,4.687,149.3,0,0,1/28,1/28
Richard Daryl Robinson,08-06-1946,AUSTRALIA,Right-hand bat,NaN,"June 4,1977",England v Australia,2,2,82,0,70,41.00,143,57.34,0,1,7,1,3,1,--,--,--,--,--,--,--,--,,
Warrick Maxwell Darling,01-05-1957,AUSTRALIA,Right-hand bat,NaN,"February 22,1978",West Indies v Australia,18,18,363,1,74,21.35,679,53.46,0,1,26,0,6,0,--,--,--,--,--,--,--,--,,
Richard Bede McCosker,11-12-1946,AUSTRALIA,Right-hand bat,Leg-break,"June 7,1975",Australia v Pakistan,14,14,320,0,95*,22.85,623,51.36,0,2,14,0,3,0,--,--,--,--,--,--,--,--,,
Ricky Thomas Ponting,19-12-1974,AUSTRALIA,Right-hand bat,"Off-break, Right-arm medium","February 15,1995",Australia v South Africa,375,365,13704,39,164,42.03,17046,80.39,30,82,1232,162,160,0,150,104,3,34.66,4.160,50.00,0,0,1/0,1/0
Robert Byers Kerr,16-06-1961,AUSTRALIA,Right-hand bat,Leg-break googly,"February 12,1985",Australia v West Indies,4,4,97,1,87*,32.33,159,61.00,0,1,5,0,1,0,--,--,--,--,--,--,--,--,,
Rodney William Marsh,04-11-1947,AUSTRALIA,Left-hand bat,Off-break,"January 5,1971",Australia v England,92,76,1225,15,66,20.08,1486,82.43,0,4,86,17,120,4,--,--,--,--,--,--,--,--,,
Rodney John McCurdy,30-12-1959,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"January 27,1985",Australia v West Indies,11,6,33,2,13*,8.250,71,46.47,0,0,1,0,1,0,515,375,12,31.25,4.368,42.91,0,0,3/19,3/19
Rodney Malcolm Hogg,05-03-1951,AUSTRALIA,Right-hand bat,Right-arm fast,"January 24,1979",Australia v England,71,35,137,20,22,9.133,204,67.15,0,0,8,0,8,0,3665,2418,85,28.44,3.958,43.11,0,0,4/26,4/29
Roger Douglas Woolley,16-09-1954,AUSTRALIA,Right-hand bat,NaN,"April 13,1983",Sri Lanka v Australia,4,3,31,2,16,31.00,38,81.57,0,0,2,0,1,1,--,--,--,--,--,--,--,--,,
Ross Edwards,01-12-1942,AUSTRALIA,Right-hand bat,NaN,"August 24,1972",England v Australia,9,8,255,1,80*,36.42,349,73.06,0,3,22,0,--,--,--,--,--,--,--,--,--,--,,
Ryan John Campbell,07-02-1972,HONG KONG,Right-hand bat,Off-break,"January 17,2002",Australia v New Zealand,2,2,54,0,38,27.00,70,77.14,0,0,6,0,4,1,--,--,--,--,--,--,--,--,,
Ryan James Harris,11-10-1979,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"January 18,2009",Australia v South Africa,21,13,48,7,21,8.000,48,100.0,0,0,3,1,6,0,1031,832,44,18.90,4.841,23.43,3,0,5/19,5/19
Sean Anthony Abbott,29-02-1992,AUSTRALIA,Right-hand bat,Right-arm medium-fast,"October 7,2014",Pakistan v Australia,1,1,3,0,3,3.000,7,42.85,0,0,0,0,--,--,30,25,1,25.00,5.000,30.00,0,--,,
Shane Michael Harwood,01-03-1974,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"April 13,2009",South Africa v Australia,1,1,0,0,0*,0.000,4,0.000,0,0,0,0,--,--,60,57,2,28.50,5.700,30.00,0,0,2/20,2/20
Shane Lee,08-08-1973,AUSTRALIA,Right-hand bat,Right-arm medium,"December 17,1995",Australia v West Indies,45,35,477,8,47,17.66,500,95.40,0,0,31,7,23,0,1706,1245,48,25.93,4.378,35.54,1,0,5/33,5/33
Shane Keith Warne,13-09-1969,AUSTRALIA,Right-hand bat,Leg-break googly,"March 24,1993",New Zealand v Australia,194,107,1018,29,55,13.05,1413,72.04,0,1,60,13,80,0,10642,7541,293,25.73,4.251,36.32,1,0,5/33,5/33
Shane Robert Watson,17-06-1981,AUSTRALIA,Right-hand bat,Right-arm medium-fast,"March 24,2002",South Africa v Australia,190,169,5758,27,185*,40.54,6365,90.46,9,33,570,131,64,0,6466,5342,168,31.79,4.957,38.48,0,0,4/15,4/15
Shaun Francis Graf,19-05-1957,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"November 23,1980",Australia v New Zealand,11,6,24,0,8,4.000,50,48.00,0,0,1,0,1,0,522,345,8,43.12,3.965,65.25,0,0,2/23,2/23
Shaun Edward Marsh,09-07-1983,AUSTRALIA,Left-hand bat,Slow left-arm,"June 24,2008",West Indies v Australia,53,52,1896,2,151,37.92,2442,77.64,3,12,186,18,13,0,--,--,--,--,--,--,--,--,,
Shaun William Tait,22-02-1983,AUSTRALIA,Right-hand bat,Right-arm fast,"February 2,2007",Australia v England,35,7,25,5,11,12.50,29,86.20,0,0,3,1,8,0,1688,1461,62,23.56,5.193,27.22,0,0,4/39,4/39
Simon Peter Davis,08-11-1959,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"January 9,1986",Australia v New Zealand,39,11,20,7,6,5.000,34,58.82,0,0,0,0,5,0,2016,1133,44,25.75,3.372,45.81,0,0,3/10,3/10
Simon Mathew Katich,21-08-1975,AUSTRALIA,Left-hand bat,Chinaman,"January 21,2001",Australia v Zimbabwe,45,42,1324,5,107*,35.78,1926,68.74,1,9,138,4,13,0,--,--,--,--,--,--,--,--,,
Simon Patrick O'Donnell,26-01-1963,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"January 6,1985",Australia v West Indies,87,64,1242,15,74*,25.34,1534,80.96,0,9,71,27,22,0,4350,3102,108,28.72,4.278,40.27,1,0,5/13,5/13
Stephen John Rixon,25-02-1954,AUSTRALIA,Right-hand bat,NaN,"February 22,1978",West Indies v Australia,6,6,40,3,20*,13.33,98,40.81,0,0,1,0,9,2,--,--,--,--,--,--,--,--,,
Steven Barry Smith,18-10-1961,AUSTRALIA,Right-hand bat,NaN,"February 6,1983",Australia v New Zealand,28,24,861,2,117,39.13,1319,65.27,2,8,66,--,8,0,7,5,0,--,4.285,--,0,0,0/1,0/1
Stephen Rodger Waugh,02-06-1965,AUSTRALIA,Right-hand bat,Right-arm medium,"January 9,1986",Australia v New Zealand,325,288,7569,58,120*,32.90,9971,75.91,3,45,529,68,111,0,8883,6761,195,34.67,4.566,45.55,0,0,4/26,4/30
Steven Peter Devereux Smith,02-06-1989,AUSTRALIA,Right-hand bat,Leg-break,"February 19,2010",Australia v West Indies,108,94,3431,12,164,41.84,3973,86.35,8,19,289,31,62,0,1046,931,27,34.48,5.340,38.74,0,0,3/16,3/16
Stuart Rupert Clark,28-09-1975,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"October 7,2005",Australia v ICC World XI,39,12,69,7,16*,13.80,88,78.40,0,0,6,1,10,0,1829,1477,53,27.86,4.845,34.50,0,0,4/20,4/20
Stuart Grant Law,18-10-1968,AUSTRALIA,Right-hand bat,"Right-arm medium, Leg-break googly","December 2,1994",Australia v Zimbabwe,54,51,1237,5,110,26.89,1643,75.28,1,7,72,8,12,0,807,635,12,52.91,4.721,67.25,0,0,2/22,2/22
Stuart Charles Glyndwr MacGill,25-02-1971,AUSTRALIA,Right-hand bat,Leg-break googly,"January 19,2000",Australia v Pakistan,3,2,1,1,1,1.000,3,33.33,0,0,0,0,2,0,180,105,6,17.50,3.500,30.00,0,0,4/19,4/19
Terence Michael Alderman,12-06-1956,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"June 6,1981",England v Australia,65,18,32,6,9*,2.666,97,32.98,0,0,2,0,29,0,3371,2056,88,23.36,3.659,38.30,2,0,5/17,5/17
Terrence James Jenner,08-09-1944,AUSTRALIA,Right-hand bat,Leg-break googly,"January 1,1975",Australia v England,1,1,12,0,12,12.00,25,48.00,0,0,1,0,--,--,48,28,0,--,3.500,--,0,0,0/15,0/15
Timothy Brian Alexander May,26-01-1962,AUSTRALIA,Right-hand bat,Off-break,"October 13,1987",Australia v Zimbabwe,47,12,39,8,15,9.750,52,75.00,0,0,1,0,3,0,2504,1772,39,45.43,4.246,64.20,0,0,3/19,3/19
Timothy David Paine,08-12-1984,WORLD XI,Right-hand bat,Right-arm medium,"August 28,2009",Scotland v Australia,30,30,854,3,111,31.62,1211,70.52,1,5,94,6,41,4,--,--,--,--,--,--,--,--,,
Timothy Joseph Zoehrer,25-09-1961,AUSTRALIA,Right-hand bat,Leg-break googly,"February 5,1986",Australia v India,22,15,130,3,50,10.83,183,71.03,0,1,9,0,21,2,--,--,--,--,--,--,--,--,,
Tom George Hogan,23-09-1956,AUSTRALIA,Right-hand bat,Slow left-arm,"January 31,1983",Australia v New Zealand,16,12,72,4,27,9.000,84,85.71,0,0,7,2,10,0,917,574,23,24.95,3.755,39.86,0,0,4/33,4/33
Thomas Masson Moody,02-10-1965,AUSTRALIA,Right-hand bat,Right-arm medium,"October 9,1987",India v Australia,76,64,1211,12,89,23.28,1747,69.31,0,10,74,18,21,0,2797,2014,52,38.73,4.320,53.78,0,0,3/25,3/25
Anthony Ian Christopher Dodemaide,05-10-1963,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"January 2,1988",Australia v Sri Lanka,24,16,124,7,30,13.77,159,77.98,0,0,4,0,7,0,1327,753,36,20.91,3.404,36.86,1,0,5/21,5/21
Trevor Martin Chappell,21-10-1952,AUSTRALIA,Right-hand bat,Right-arm medium,"November 23,1980",Australia v New Zealand,20,13,229,0,110,17.61,359,63.78,1,0,18,0,8,0,736,538,19,28.31,4.385,38.73,0,0,3/31,3/31
Trevor John Laughlin,30-01-1951,AUSTRALIA,Left-hand bat,Right-arm medium,"February 22,1978",West Indies v Australia,6,5,105,1,74,26.25,160,65.62,0,1,6,1,--,--,272,224,8,28.00,4.941,34.00,0,0,3/54,3/54
Usman Tariq Khawaja,18-12-1986,AUSTRALIA,Left-hand bat,Right-arm medium,"January 11,2013",Australia v Sri Lanka,18,17,469,2,98,31.26,570,82.28,0,4,43,8,3,0,--,--,--,--,--,--,--,--,,
Walter John Edwards,23-12-1949,AUSTRALIA,Left-hand bat,Leg-break,"January 1,1975",Australia v England,1,1,2,0,2,2.000,14,14.28,0,0,0,0,--,--,1,0,0,--,0.000,--,0,0,0/0,0/0
Wayne Maxwell Clark,19-09-1953,AUSTRALIA,Right-hand bat,Right-arm fast-medium,"February 22,1978",West Indies v Australia,2,0,0,0,0,--,0,--,0,0,0,0,--,--,100,61,3,20.33,3.660,33.33,0,0,2/39,2/39
Wayne Bentley Phillips,01-03-1958,AUSTRALIA,Left-hand bat,NaN,"October 22,1982",Pakistan v Australia,48,41,852,6,75*,24.34,994,85.71,0,6,75,4,42,7,--,--,--,--,--,--,--,--,,
Xavier John Doherty,22-11-1982,HOBART HURRICANES,Left-hand bat,Slow left-arm,"November 3,2010",Australia v Sri Lanka,60,23,101,16,15*,14.42,184,54.89,0,0,5,1,19,0,2792,2224,55,40.43,4.779,50.76,0,0,4/27,4/27
