Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate,5WI,10WM,BBI,BBM
Syed Najaf Hussain Shah,17-12-1984,PAKISTAN,Left-hand bat,Left-arm medium-fast,"May 22,2007",Pakistan v Sri Lanka,1,1,0,0,0,0.000,2,0.000,0,0,0,0,--,--,60,59,0,--,5.900,--,0,0,0/59,0/59
Naseer Ahmed Malik,01-02-1950,PAKISTAN,Right-hand bat,Right-arm medium-fast,"June 7,1975",Australia v Pakistan,3,1,0,1,0*,--,13,0.000,0,0,0,0,--,--,180,98,5,19.60,3.266,36.00,0,0,2/37,2/37
Nasim-ul-Ghani,14-05-1941,PAKISTAN,Left-hand bat,"Left-arm medium, Slow left-arm","February 11,1973",New Zealand v Pakistan,1,1,1,0,1,1.000,8,12.50,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Nasir Jamshed,06-12-1989,LAHORE LIONS,Left-hand bat,Off-break,"January 21,2008",Pakistan v Zimbabwe,48,48,1418,3,112,31.51,1881,75.38,3,8,150,19,13,0,--,--,--,--,--,--,--,--,,
Naumanullah,20-05-1975,PAKISTAN,Right-hand bat,Off-break,"April 19,2008",Pakistan v Bangladesh,1,1,5,0,5,5.000,4,125.0,0,0,1,0,--,--,--,--,--,--,--,--,--,--,,
Naved Anjum,27-07-1963,PAKISTAN,Right-hand bat,Right-arm fast-medium,"March 26,1984",Pakistan v England,13,12,113,3,30,12.55,154,73.37,0,0,7,1,--,--,472,344,8,43.00,4.372,59.00,0,0,2/27,2/27
Naved Latif,21-02-1976,PAKISTAN,Right-hand bat,Right-arm medium,"October 31,2001",Pakistan v Zimbabwe,11,11,262,0,113,23.81,417,62.82,1,0,32,2,2,0,48,51,0,--,6.375,--,0,0,0/13,0/13
Rana Naved-ul-Hasan,28-02-1978,PAKISTAN,Right-hand bat,Right-arm fast-medium,"April 4,2003",Pakistan v Sri Lanka,74,51,524,18,33,15.87,620,84.51,0,0,38,16,16,0,3466,3221,110,29.28,5.575,31.50,1,0,6/27,6/27
Parvez Jamil Mir,24-09-1953,PAKISTAN,Right-hand bat,Right-arm medium-fast,"June 11,1975",Pakistan v West Indies,3,3,26,1,18,13.00,44,59.09,0,0,2,0,2,0,114,77,3,25.66,4.052,38.00,0,0,1/17,1/17
Qasim Ali Umar,09-02-1957,PAKISTAN,Right-hand bat,Right-arm medium,"September 10,1983",India v Pakistan,31,31,642,3,69,22.92,1125,57.06,0,4,52,3,4,0,--,--,--,--,--,--,--,--,,
Rahat Ali,12-09-1988,PAKISTAN,Right-hand bat,Left-arm fast-medium,"June 9,2012",Sri Lanka v Pakistan,14,7,8,4,6*,2.666,37,21.62,0,0,0,0,1,0,679,658,18,36.55,5.814,37.72,0,0,0/3,0/34
Rameez Hasan Raja,14-08-1962,PAKISTAN,Right-hand bat,Leg-break,"February 6,1985",New Zealand v Pakistan,198,197,5841,15,119*,32.09,9197,63.50,9,31,466,11,33,0,6,10,0,--,10.00,--,0,0,0/10,0/10
Rashid Khan,15-12-1959,PAKISTAN,Right-hand bat,Right-arm fast-medium,"December 19,1980",Pakistan v West Indies,29,15,110,7,17,13.75,173,63.58,0,0,1,0,3,0,1414,923,20,46.15,3.916,70.70,0,0,3/47,3/47
Rashid Latif,14-10-1968,PAKISTAN,Right-hand bat,Leg-break,"August 20,1992",England v Pakistan,166,117,1709,29,79,19.42,2237,76.39,0,3,125,18,182,38,--,--,--,--,--,--,--,--,,
Raza Hasan,08-07-1992,PAKISTAN,Right-hand bat,Slow left-arm,"October 10,2014",Pakistan v Australia,1,1,0,0,0*,0.000,2,0.000,0,0,0,0,--,--,60,68,1,68.00,6.800,60.00,0,--,,
Rizwan Ahmed Farid,01-10-1978,PAKISTAN,Right-hand bat,Leg-break googly,"February 2,2008",Pakistan v Zimbabwe,1,0,0,0,0,--,0,--,0,0,0,0,1,0,24,26,0,--,6.500,--,0,0,0/26,0/26
Rizwan-uz-Zaman Khan,04-09-1961,PAKISTAN,Right-hand bat,Leg-break googly,"November 21,1981",Pakistan v West Indies,3,3,20,0,14,6.666,129,15.50,0,0,1,0,2,0,--,--,--,--,--,--,--,--,,
Saadat Ali,06-02-1955,PAKISTAN,Right-hand bat,Off-break,"March 9,1984",Pakistan v England,8,7,184,1,78*,30.66,341,53.95,0,1,13,0,1,0,27,29,2,14.50,6.444,13.50,0,0,2/24,2/24
Sadiq Mohammad,03-05-1945,PAKISTAN,Left-hand bat,Leg-break googly,"February 11,1973",New Zealand v Pakistan,19,19,383,1,74,21.27,755,50.72,0,2,35,--,5,0,38,26,2,13.00,4.105,19.00,0,0,2/20,2/20
Saeed Ajmal,14-10-1977,PAKISTAN,Right-hand bat,Off-break,"July 2,2008",Pakistan v India,113,70,324,24,33,7.043,535,60.56,0,0,25,0,25,0,6000,4182,184,22.72,4.182,32.60,2,0,5/24,5/24
Saeed Anwar,06-09-1968,PAKISTAN,Left-hand bat,Slow left-arm,"January 1,1989",Pakistan v West Indies,247,244,8824,19,194,39.21,10938,80.67,20,43,938,97,42,0,242,191,6,31.83,4.735,40.33,0,0,2/9,2/9
Mohammad Saeed Azad,14-08-1964,PAKISTAN,Right-hand bat,Right-arm medium,"October 3,1995",Pakistan v Sri Lanka,4,4,65,0,31,16.25,131,49.61,0,0,7,0,2,0,--,--,--,--,--,--,--,--,,
Sajid Ali,01-07-1963,PAKISTAN,Right-hand bat,Right-arm medium,"October 31,1984",Pakistan v India,13,12,130,0,28,10.83,293,44.36,0,0,10,0,1,0,--,--,--,--,--,--,--,--,,
Sajjad Akbar,01-03-1961,PAKISTAN,Right-hand bat,Off-break,"April 27,1990",India v Pakistan,2,1,5,0,5,5.000,9,55.55,0,0,0,0,--,--,60,45,2,22.50,4.500,30.00,0,0,2/45,2/45
Saleem Altaf Bokhari,19-04-1944,PAKISTAN,Right-hand bat,Right-arm fast-medium,"February 11,1973",New Zealand v Pakistan,6,2,25,1,21,25.00,53,47.16,0,0,0,1,1,0,247,151,5,30.20,3.668,49.40,0,0,2/7,2/7
Saleem Elahi,21-11-1976,PAKISTAN,Right-hand bat,Off-break,"September 29,1995",Pakistan v Sri Lanka,48,47,1579,4,135,36.72,2214,71.31,4,9,162,9,10,0,6,10,0,--,10.00,--,0,0,0/10,0/10
Saleem Jaffar,19-11-1962,PAKISTAN,Right-hand bat,Left-arm fast-medium,"October 17,1986",Pakistan v West Indies,39,13,36,11,10*,18.00,73,49.31,0,0,0,0,3,0,1900,1382,40,34.55,4.364,47.50,0,0,3/25,3/25
Saleem Malik,16-04-1963,PAKISTAN,Right-hand bat,"Right-arm medium, Leg-break","January 12,1982",Pakistan v West Indies,283,256,7170,38,102*,32.88,9354,76.65,5,47,512,32,81,0,3505,2959,89,33.24,5.065,39.38,1,0,5/35,5/35
Saleem Pervez,09-09-1947,PAKISTAN,Right-hand bat,Right-arm medium-fast,"December 19,1980",Pakistan v West Indies,1,1,18,0,18,18.00,39,46.15,0,0,--,--,--,--,--,--,--,--,--,--,--,--,,
Saleem Yousuf,07-12-1959,PAKISTAN,Right-hand bat,NaN,"March 12,1982",Pakistan v Sri Lanka,86,62,768,19,62,17.86,999,76.87,0,4,51,5,81,22,--,--,--,--,--,--,--,--,,
Salman Butt,07-10-1984,PAKISTAN,Left-hand bat,Off-break,"September 22,2004",Pakistan v West Indies,78,78,2725,4,136,36.82,3571,76.30,8,14,343,7,20,0,69,90,0,--,7.826,--,0,0,0/5,0/10
Mohammad Samiullah Khan Niazi,04-08-1982,PAKISTAN,Right-hand bat,Left-arm medium-fast,"January 21,2008",Pakistan v Zimbabwe,2,0,0,0,0,--,0,--,0,0,0,0,--,--,120,115,0,--,5.750,--,0,0,0/15,0/15
Saqlain Mushtaq,29-12-1976,PAKISTAN,Right-hand bat,Off-break,"September 29,1995",Pakistan v Sri Lanka,169,98,711,38,37*,11.85,1434,49.58,0,0,45,4,40,0,8770,6275,288,21.78,4.293,30.45,6,0,5/20,5/20
Sarfraz Nawaz Malik,01-12-1948,PAKISTAN,Right-hand bat,Right-arm fast-medium,"February 11,1973",New Zealand v Pakistan,45,31,221,8,34*,9.608,345,64.05,0,0,15,0,8,0,2374,1463,63,23.22,3.697,37.68,0,0,4/27,4/27
Shabbir Ahmed Khan,21-04-1976,PAKISTAN,Right-hand bat,Right-arm fast-medium,"September 19,1999",Pakistan v West Indies,32,11,10,5,2,1.666,29,34.48,0,0,0,0,10,0,1642,1192,33,36.12,4.355,49.75,0,0,3/32,3/32
Mohammad Shadab Kabir Siddiqi,12-11-1977,PAKISTAN,Left-hand bat,Off-break,"September 1,1996",England v Pakistan,3,3,0,0,0,0.000,5,0.000,0,0,0,0,1,0,--,--,--,--,--,--,--,--,,
Shafiq Ahmed,28-03-1949,PAKISTAN,Right-hand bat,Right-arm medium,"December 23,1977",Pakistan v England,3,3,41,0,29,13.66,91,45.05,0,0,2,0,1,0,--,--,--,--,--,--,--,--,,
Sahibzada Mohammad Shahid Khan Afridi,01-03-1980,PAKISTAN,Right-hand bat,Leg-break googly,"October 2,1996",Kenya v Pakistan,398,369,8064,27,124,23.57,6892,117.0,6,39,730,351,127,0,17670,13635,395,34.51,4.629,44.73,9,0,7/12,7/12
Shahid Anwar,05-07-1968,PAKISTAN,Right-hand bat,Right-arm medium,"September 1,1996",England v Pakistan,1,1,37,0,37,37.00,44,84.09,0,0,6,0,--,--,--,--,--,--,--,--,--,--,,
Shahid Mahboob,25-08-1962,PAKISTAN,Right-hand bat,Right-arm fast-medium,"December 31,1982",Pakistan v India,10,6,119,1,77,23.80,194,61.34,0,1,9,0,1,0,540,382,7,54.57,4.244,77.14,0,0,1/23,1/23
Shahid Nazir Bajwa,04-12-1977,PAKISTAN,Right-hand bat,Right-arm fast-medium,"September 1,1996",England v Pakistan,17,8,25,7,8,25.00,43,58.13,0,0,3,0,4,0,810,649,19,34.15,4.807,42.63,0,0,3/14,3/14
Shahid Saeed,06-01-1966,PAKISTAN,Right-hand bat,Right-arm medium,"October 14,1989",Pakistan v West Indies,10,10,141,0,50,14.10,316,44.62,0,1,7,1,2,0,222,159,3,53.00,4.297,74.00,0,0,2/20,2/20
Mohammad Shahzaib Hasan Khan,25-12-1989,PAKISTAN,Right-hand bat,Off-break,"June 15,2010",Sri Lanka v Pakistan,3,3,100,0,50,33.33,113,88.49,0,1,13,2,--,--,--,--,--,--,--,--,--,--,,
Mohammad Shakeel Ahmed,12-11-1971,PAKISTAN,Right-hand bat,Off-break,"February 22,1995",Zimbabwe v Pakistan,2,2,61,0,36,30.50,128,47.65,0,0,3,0,--,--,--,--,--,--,--,--,--,--,,
Shakeel Ahmed Khan,28-05-1968,PAKISTAN,Right-hand bat,Right-arm fast-medium,"November 22,1987",Pakistan v England,1,1,0,0,0,0.000,4,0.000,0,0,0,0,--,--,54,50,1,50.00,5.555,54.00,0,0,1/50,1/50
Sharjeel Khan,14-08-1989,PAKISTAN,Left-hand bat,Leg-break,"December 18,2013",Pakistan v Sri Lanka,25,25,812,0,152,32.48,716,113.4,1,6,104,28,6,0,--,--,--,--,--,--,--,--,,
Shoaib Akhtar,13-08-1975,PAKISTAN,Right-hand bat,Right-arm fast,"March 28,1998",Zimbabwe v Pakistan,163,84,394,40,43,8.954,539,73.09,0,0,27,12,20,0,7764,6168,247,24.97,4.766,31.43,4,0,6/11,6/11
Shoaib Malik,01-02-1982,HOBART HURRICANES,Right-hand bat,Off-break,"October 14,1999",Pakistan v West Indies,261,236,6975,38,143,35.22,8530,81.77,9,41,571,107,92,0,7667,5952,154,38.64,4.657,49.78,0,0,4/19,4/19
Shoaib Mohammad,08-01-1961,PAKISTAN,Right-hand bat,Off-break,"November 23,1984",Pakistan v New Zealand,63,58,1269,6,126*,24.40,2456,51.66,1,8,96,1,13,0,919,725,20,36.25,4.733,45.95,0,0,3/20,3/20
Sikander Bakht,25-08-1957,PAKISTAN,Right-hand bat,Right-arm medium-fast,"December 30,1977",Pakistan v England,27,11,31,7,16*,7.750,97,31.95,0,0,3,0,4,0,1265,860,33,26.06,4.079,38.33,0,0,4/34,4/34
Sohaib Maqsood,15-04-1987,PAKISTAN,Right-hand bat,Off-break,"November 8,2013",Pakistan v South Africa,26,25,735,2,89*,31.95,881,83.42,0,5,58,16,9,0,54,42,1,42.00,4.666,54.00,0,0,0/7,0/7
Sohail Fazal,11-11-1967,PAKISTAN,Right-hand bat,Right-arm fast-medium,"October 17,1989",Pakistan v West Indies,2,2,56,0,32,28.00,59,94.91,0,0,2,3,1,0,6,4,0,--,4.000,--,0,0,0/4,0/4
Sohail Khan,06-03-1984,PAKISTAN,Right-hand bat,Right-arm fast-medium,"January 30,2008",Pakistan v Zimbabwe,13,6,25,1,7,5.000,51,49.01,0,0,2,0,3,0,666,597,19,31.42,5.378,35.05,1,0,3/30,3/30
Sohail Tanvir,12-12-1984,PAKISTAN,Left-hand bat,Left-arm medium-fast,"October 18,2007",Pakistan v South Africa,62,40,399,11,59,13.75,458,87.11,0,1,44,6,15,0,2949,2566,71,36.14,5.220,41.53,1,0,5/48,5/48
Khwaja Tahir Naqqash,06-06-1959,PAKISTAN,Right-hand bat,"Right-arm slow, Right-arm fast-medium","December 19,1980",Pakistan v West Indies,40,23,210,9,61,15.00,242,86.77,0,1,11,3,11,0,1596,1240,34,36.47,4.661,46.94,0,0,3/23,3/23
Tanvir Ahmed,20-12-1978,PAKISTAN,Right-hand bat,Right-arm fast-medium,"May 2,2011",West Indies v Pakistan,2,1,18,0,18,18.00,12,150.0,0,0,1,2,1,0,60,83,2,41.50,8.300,30.00,0,0,1/10,1/13
Tanvir Mehdi,07-11-1972,PAKISTAN,Right-hand bat,Right-arm fast-medium,"May 22,1992",England v Pakistan,1,1,0,0,0,0.000,5,0.000,0,0,0,0,--,--,66,72,1,72.00,6.545,66.00,0,0,1/72,1/72
Taslim Arif Abbasi,01-05-1954,PAKISTAN,Right-hand bat,Right-arm medium,"November 21,1980",Pakistan v West Indies,2,2,28,0,24,14.00,58,48.27,0,0,--,--,1,1,--,--,--,--,--,--,--,--,,
Taufeeq Umar,20-06-1981,PAKISTAN,Left-hand bat,Off-break,"October 27,2001",Pakistan v Sri Lanka,22,22,505,1,81*,24.04,895,56.42,0,3,51,2,9,0,72,85,1,85.00,7.083,72.00,0,0,1/49,1/49
Tauseef Ahmed,10-05-1958,PAKISTAN,Right-hand bat,Off-break,"March 31,1982",Pakistan v Sri Lanka,70,25,116,14,27*,10.54,216,53.70,0,0,3,0,10,0,3250,2247,55,40.85,4.148,59.09,0,0,4/38,4/38
Mohammad Umar Akmal,26-05-1990,LAHORE LIONS,Right-hand bat,Off-break,"August 1,2009",Sri Lanka v Pakistan,116,105,3044,17,102*,34.59,3542,85.94,2,20,260,50,77,13,--,--,--,--,--,--,--,--,,
Umar Amin,16-10-1989,PAKISTAN,Left-hand bat,Right-arm medium,"June 15,2010",Sri Lanka v Pakistan,16,16,271,1,59,18.06,392,69.13,0,1,28,2,6,0,42,24,0,--,3.428,--,0,0,0/3,0/6
Umar Gul,14-04-1984,PAKISTAN,Right-hand bat,Right-arm fast-medium,"April 3,2003",Pakistan v Zimbabwe,130,65,457,18,39,9.723,642,71.18,0,0,36,14,17,0,6064,5253,179,29.34,5.197,33.87,2,0,6/42,6/42
Usman Khan Shinwari,01-05-1994,PAKISTAN,Right-hand bat,Left-arm medium-fast,"October 20,2017",Pakistan v Sri Lanka,2,0,0,0,0,--,0,--,0,0,0,0,1,0,81,72,6,12.00,5.333,13.50,1,--,,
Usman Salahuddin,02-12-1990,PAKISTAN,Right-hand bat,Leg-break,"May 2,2011",West Indies v Pakistan,2,2,13,0,8,6.500,28,46.42,0,0,0,0,1,0,--,--,--,--,--,--,--,--,,
Wahab Riaz,28-06-1985,LAHORE LIONS,Right-hand bat,Left-arm fast,"February 2,2008",Pakistan v Zimbabwe,79,56,589,13,54*,13.69,715,82.37,0,2,46,21,23,0,3695,3503,102,34.34,5.688,36.22,1,0,5/46,5/46
Syed Wajahatullah Wasti,11-11-1974,PAKISTAN,Right-hand bat,Off-break,"March 16,1999",Bangladesh v Pakistan,15,15,349,0,84,23.26,713,48.94,0,1,38,2,5,0,55,69,3,23.00,7.527,18.33,0,0,3/36,3/36
Waqar Younis Maitla,16-11-1971,PAKISTAN,Right-hand bat,Right-arm fast,"October 14,1989",Pakistan v West Indies,262,139,969,45,37,10.30,1445,67.05,0,0,58,21,35,0,12698,9919,416,23.84,4.686,30.52,13,0,7/36,7/36
Wasim Akram,03-06-1966,PAKISTAN,Left-hand bat,Left-arm fast,"November 23,1984",Pakistan v New Zealand,356,280,3717,55,86,16.52,4199,88.52,0,6,245,119,88,0,18186,11812,502,23.52,3.897,36.22,6,0,5/15,5/15
Wasim Bari,23-03-1948,PAKISTAN,Right-hand bat,Right-arm,"February 11,1973",New Zealand v Pakistan,51,26,221,13,34,17.00,431,51.27,0,0,10,--,52,10,--,--,--,--,--,--,--,--,,
Wasim Haider,06-06-1967,PAKISTAN,Right-hand bat,Right-arm fast-medium,"February 23,1992",Pakistan v West Indies,3,2,26,0,13,13.00,71,36.61,0,0,1,0,--,--,114,79,1,79.00,4.157,114.0,0,0,1/36,1/36
Wasim Hasan Raja,03-07-1952,PAKISTAN,Left-hand bat,Leg-break googly,"February 11,1973",New Zealand v Pakistan,54,45,782,10,60*,22.34,1168,66.95,0,2,54,8,24,0,1020,687,21,32.71,4.041,48.57,0,0,4/25,4/25
Yasir Arafat Satti,12-03-1982,PAKISTAN,Right-hand bat,Right-arm fast-medium,"February 13,2000",Pakistan v Sri Lanka,11,8,74,3,27,14.80,110,67.27,0,0,7,1,2,0,414,373,4,93.25,5.405,103.5,0,0,1/18,1/18
Yasir Hameed Qureshi,28-02-1978,PAKISTAN,Right-hand bat,Off-break,"May 20,2003",New Zealand v Pakistan,56,56,2028,1,127*,36.87,3028,66.97,3,12,219,6,14,0,18,26,0,--,8.666,--,0,0,0/0,0/0
Yasir Shah,02-05-1986,PAKISTAN,Right-hand bat,Leg-break googly,"September 14,2011",Zimbabwe v Pakistan,17,9,102,3,32*,17.00,114,89.47,0,0,9,1,4,0,849,766,18,42.55,5.413,47.16,1,0,2/40,2/40
Mohammad Younis Ahmed,20-10-1947,PAKISTAN,Left-hand bat,"Left-arm medium, Slow left-arm","February 18,1987",India v Pakistan,2,2,84,0,58,42.00,151,55.62,0,1,6,0,1,0,--,--,--,--,--,--,--,--,,
Mohammad Younis Khan,29-11-1977,PAKISTAN,Right-hand bat,"Right-arm medium, Leg-break","February 13,2000",Pakistan v Sri Lanka,265,255,7249,23,144,31.24,9628,75.29,7,48,580,55,135,0,284,288,3,96.00,6.084,94.66,0,0,1/3,1/3
Zafar Iqbal Chaudhry,06-03-1969,PAKISTAN,Right-hand bat,Right-arm fast-medium,"April 7,1995",India v Pakistan,8,6,48,0,18,8.000,62,77.41,0,0,2,1,1,0,198,137,3,45.66,4.151,66.00,0,0,2/37,2/37
Syed Zaheer Abbas Kirmani,24-07-1947,PAKISTAN,Right-hand bat,Off-break,"August 31,1974",England v Pakistan,62,60,2572,6,123,47.62,3033,84.80,7,13,209,18,16,0,280,223,7,31.85,4.778,40.00,0,0,2/21,2/26
Syed Zahid Ahmed Naqvi,15-11-1961,PAKISTAN,Left-hand bat,Slow left-arm,"November 18,1987",Pakistan v England,2,2,3,1,3*,3.000,13,23.07,0,0,0,0,--,--,96,61,3,20.33,3.812,32.00,0,0,2/24,2/24
Zahid Fazal,10-11-1973,PAKISTAN,Right-hand bat,"Right-arm medium, Off-break","November 6,1990",Pakistan v New Zealand,19,18,348,3,98*,23.20,590,58.98,0,2,21,3,2,0,--,--,--,--,--,--,--,--,,
Zahoor Elahi,01-03-1971,PAKISTAN,Right-hand bat,Right-arm medium,"November 3,1996",Pakistan v Zimbabwe,14,14,297,1,86,22.84,507,58.57,0,3,25,6,2,0,--,--,--,--,--,--,--,--,,
Zakirullah Khan,03-04-1963,PAKISTAN,Right-hand bat,Right-arm fast-medium,"November 12,1984",Pakistan v New Zealand,17,5,27,4,11*,27.00,63,42.85,0,0,--,0,--,--,646,494,16,30.87,4.588,40.37,0,0,4/19,4/19
Mohammad Zulfiqar Babar,10-12-1978,PAKISTAN,Right-hand bat,Slow left-arm,"October 7,2014",Pakistan v Australia,5,5,35,3,14*,17.50,40,87.50,0,0,2,1,--,--,294,246,4,61.50,5.020,73.50,0,--,,
Zulqarnain,25-05-1962,PAKISTAN,Right-hand bat,NaN,"December 4,1985",Pakistan v West Indies,16,6,18,3,11*,6.000,30,60.00,0,0,0,1,18,5,--,--,--,--,--,--,--,--,,
Zulqarnain Haider,23-04-1986,PAKISTAN,Right-hand bat,Right-arm medium,"October 29,2010",Pakistan v South Africa,4,4,48,2,19*,24.00,68,70.58,0,0,3,0,1,1,--,--,--,--,--,--,--,--,,
